Format Version,1.23,Take Name,Take 2025-12-17 06.35.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.35.01.503 PM,Capture Start Frame,10755390,Total Frames in Take,16256,Total Exported Frames,16256,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032
,ID,"1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
7987,66.558000,-1.456947,0.175072,-0.108524
7988,66.567000,-1.457506,0.175007,-0.108510
7989,66.575000,-1.457658,0.175019,-0.108596
7990,66.583000,-1.457472,0.175022,-0.108616
7991,66.592000,-1.457126,0.174991,-0.108566
7992,66.600000,-1.456516,0.174949,-0.108263
7993,66.608000,-1.455872,0.175032,-0.107676
7994,66.617000,-1.455175,0.175128,-0.106712
7995,66.625000,-1.454648,0.175101,-0.105445
7996,66.633000,-1.454384,0.175074,-0.103922
7997,66.642000,-1.454450,0.175012,-0.102329
7998,66.650000,-1.454749,0.175073,-0.100829
7999,66.658000,-1.455311,0.175050,-0.099322
8000,66.667000,-1.455964,0.175087,-0.098074
8001,66.675000,-1.456789,0.175023,-0.097121
8002,66.683000,-1.457662,0.174980,-0.096518
8003,66.692000,-1.458187,0.174965,-0.096122
8004,66.700000,-1.458401,0.174966,-0.095754
8005,66.708000,-1.458270,0.174919,-0.095324
8006,66.717000,-1.457922,0.174850,-0.094806
8007,66.725000,-1.457300,0.174741,-0.094122
8008,66.733000,-1.456639,0.174807,-0.093098
8009,66.742000,-1.455962,0.174911,-0.091802
8010,66.750000,-1.455515,0.174908,-0.090340
8011,66.758000,-1.455275,0.174960,-0.088746
8012,66.767000,-1.455411,0.175008,-0.087034
8013,66.775000,-1.455802,0.175054,-0.085338
8014,66.783000,-1.456302,0.175092,-0.083772
8015,66.792000,-1.456832,0.175199,-0.082591
8016,66.800000,-1.457448,0.175290,-0.081951
8017,66.808000,-1.458153,0.175379,-0.081416
8018,66.817000,-1.458527,0.175356,-0.080987
8019,66.825000,-1.458530,0.175373,-0.080585
8020,66.833000,-1.458141,0.175445,-0.080169
8021,66.842000,-1.457473,0.175515,-0.079681
8022,66.850000,-1.456707,0.175505,-0.079019
8023,66.858000,-1.455907,0.175529,-0.077894
8024,66.867000,-1.455130,0.175588,-0.076477
8025,66.875000,-1.454575,0.175612,-0.074843
8026,66.883000,-1.454142,0.175620,-0.073089
8027,66.892000,-1.453938,0.175564,-0.071199
8028,66.900000,-1.454061,0.175594,-0.069339
8029,66.908000,-1.454297,0.175648,-0.067644
8030,66.917000,-1.454758,0.175615,-0.066228
8031,66.925000,-1.455251,0.175633,-0.065272
8032,66.933000,-1.455821,0.175591,-0.064523
8033,66.942000,-1.456155,0.175444,-0.064010
8034,66.950000,-1.456159,0.175475,-0.063691
8035,66.958000,-1.455813,0.175529,-0.063300
8036,66.967000,-1.455195,0.175559,-0.062825
8037,66.975000,-1.454349,0.175565,-0.062239
8038,66.983000,-1.453414,0.175634,-0.061317
8039,66.992000,-1.452412,0.175656,-0.059999
8040,67.000000,-1.451607,0.175543,-0.058520
8041,67.008000,-1.451010,0.175594,-0.057023
8042,67.017000,-1.450793,0.175682,-0.055362
8043,67.025000,-1.450829,0.175609,-0.053662
8044,67.033000,-1.451132,0.175623,-0.052070
8045,67.042000,-1.451513,0.175658,-0.050790
8046,67.050000,-1.451990,0.175698,-0.049846
8047,67.058000,-1.452441,0.175658,-0.049179
8048,67.067000,-1.452797,0.175586,-0.048762
8049,67.075000,-1.452850,0.175553,-0.048428
8050,67.083000,-1.452490,0.175567,-0.048045
8051,67.092000,-1.451812,0.175579,-0.047437
8052,67.100000,-1.450906,0.175556,-0.046747
8053,67.108000,-1.449904,0.175640,-0.045821
8054,67.117000,-1.448965,0.175692,-0.044692
8055,67.125000,-1.448091,0.175566,-0.043059
8056,67.133000,-1.447435,0.175542,-0.041226
8057,67.142000,-1.447017,0.175611,-0.039384
8058,67.150000,-1.446902,0.175619,-0.037399
8059,67.158000,-1.446957,0.175607,-0.035628
8060,67.167000,-1.447195,0.175655,-0.034090
8061,67.175000,-1.447615,0.175640,-0.032911
8062,67.183000,-1.447951,0.175647,-0.032092
8063,67.192000,-1.448227,0.175615,-0.031516
8064,67.200000,-1.448193,0.175617,-0.031037
8065,67.208000,-1.447740,0.175628,-0.030564
8066,67.217000,-1.446947,0.175541,-0.029930
8067,67.225000,-1.446049,0.175435,-0.029270
8068,67.233000,-1.445039,0.175457,-0.028300
8069,67.242000,-1.443960,0.175465,-0.026878
8070,67.250000,-1.442868,0.175512,-0.025226
8071,67.258000,-1.442084,0.175503,-0.023284
8072,67.267000,-1.441346,0.175378,-0.021253
8073,67.275000,-1.441180,0.175483,-0.019375
8074,67.283000,-1.441205,0.175528,-0.017470
8075,67.292000,-1.441396,0.175514,-0.015741
8076,67.300000,-1.441717,0.175495,-0.014366
8077,67.308000,-1.442124,0.175527,-0.013379
8078,67.317000,-1.442387,0.175441,-0.012561
8079,67.325000,-1.442240,0.175416,-0.011909
8080,67.333000,-1.441777,0.175451,-0.011384
8081,67.342000,-1.440967,0.175401,-0.010724
8082,67.350000,-1.440006,0.175329,-0.009956
8083,67.358000,-1.438907,0.175406,-0.008963
8084,67.367000,-1.437869,0.175505,-0.007600
8085,67.375000,-1.436894,0.175442,-0.005695
8086,67.383000,-1.435871,0.175463,-0.003878
8087,67.392000,-1.435158,0.175461,-0.002024
8088,67.400000,-1.434771,0.175512,0.000113
8089,67.408000,-1.434654,0.175446,0.001967
8090,67.417000,-1.434798,0.175495,0.003637
8091,67.425000,-1.435010,0.175482,0.005128
8092,67.433000,-1.435254,0.175454,0.006268
8093,67.442000,-1.435420,0.175424,0.007141
8094,67.450000,-1.435372,0.175399,0.007673
8095,67.458000,-1.434992,0.175417,0.008114
8096,67.467000,-1.434260,0.175426,0.008655
8097,67.475000,-1.433294,0.175358,0.009343
8098,67.483000,-1.432009,0.175251,0.010336
8099,67.492000,-1.430828,0.175263,0.011627
8100,67.500000,-1.429673,0.175316,0.013196
8101,67.508000,-1.428631,0.175279,0.014897
8102,67.517000,-1.427911,0.175317,0.016676
8103,67.525000,-1.427608,0.175376,0.018644
8104,67.533000,-1.427378,0.175225,0.020657
8105,67.542000,-1.427416,0.175328,0.022416
8106,67.550000,-1.427629,0.175305,0.023902
8107,67.558000,-1.427773,0.175249,0.025034
8108,67.567000,-1.427907,0.175149,0.025906
8109,67.575000,-1.427759,0.175025,0.026532
8110,67.583000,-1.427315,0.175031,0.027042
8111,67.592000,-1.426627,0.175010,0.027635
8112,67.600000,-1.425722,0.174972,0.028251
8113,67.608000,-1.424499,0.174940,0.029110
8114,67.617000,-1.423166,0.175043,0.030406
8115,67.625000,-1.422020,0.175104,0.031913
8116,67.633000,-1.420820,0.175005,0.033535
8117,67.642000,-1.419897,0.175041,0.035301
8118,67.650000,-1.419515,0.175075,0.037140
8119,67.658000,-1.419120,0.175058,0.039017
8120,67.667000,-1.419039,0.175054,0.040681
8121,67.675000,-1.419153,0.175077,0.042104
8122,67.683000,-1.419339,0.175138,0.043126
8123,67.692000,-1.419451,0.175144,0.044023
8124,67.700000,-1.419317,0.175192,0.044651
8125,67.708000,-1.418782,0.175246,0.045155
8126,67.717000,-1.417950,0.175225,0.045740
8127,67.725000,-1.416895,0.175164,0.046351
8128,67.733000,-1.415696,0.175127,0.047020
8129,67.742000,-1.414286,0.175146,0.048115
8130,67.750000,-1.413137,0.175191,0.049595
8131,67.758000,-1.412054,0.175230,0.051214
8132,67.767000,-1.410954,0.175229,0.053188
8133,67.775000,-1.410345,0.175243,0.054966
8134,67.783000,-1.409972,0.175266,0.056937
8135,67.792000,-1.409749,0.175312,0.058620
8136,67.800000,-1.409815,0.175316,0.060197
8137,67.808000,-1.410019,0.175317,0.061456
8138,67.817000,-1.410234,0.175300,0.062323
8139,67.825000,-1.410203,0.175232,0.062926
8140,67.833000,-1.409768,0.175216,0.063364
8141,67.842000,-1.408955,0.175219,0.063882
8142,67.850000,-1.407842,0.175199,0.064420
8143,67.858000,-1.406611,0.175094,0.065121
8144,67.867000,-1.405197,0.175070,0.066336
8145,67.875000,-1.403876,0.175183,0.067828
8146,67.883000,-1.402713,0.175248,0.069432
8147,67.892000,-1.401534,0.175137,0.071345
8148,67.900000,-1.400796,0.175286,0.073105
8149,67.908000,-1.400409,0.175203,0.075104
8150,67.917000,-1.400148,0.175256,0.077016
8151,67.925000,-1.400063,0.175211,0.078474
8152,67.933000,-1.400120,0.175168,0.079604
8153,67.942000,-1.400172,0.175164,0.080513
8154,67.950000,-1.400009,0.175116,0.081222
8155,67.958000,-1.399567,0.175116,0.081792
8156,67.967000,-1.398793,0.175193,0.082314
8157,67.975000,-1.397767,0.175196,0.082866
8158,67.983000,-1.396642,0.175115,0.083517
8159,67.992000,-1.395260,0.175056,0.084561
8160,68.000000,-1.393879,0.175142,0.085895
8161,68.008000,-1.392511,0.175220,0.087481
8162,68.017000,-1.391326,0.175192,0.089354
8163,68.025000,-1.390555,0.175271,0.091100
8164,68.033000,-1.390017,0.175271,0.092767
8165,68.042000,-1.389808,0.175220,0.094639
8166,68.050000,-1.389742,0.175254,0.096084
8167,68.058000,-1.389890,0.175273,0.097212
8168,68.067000,-1.389898,0.175335,0.098019
8169,68.075000,-1.389756,0.175257,0.098690
8170,68.083000,-1.389337,0.175205,0.099138
8171,68.092000,-1.388552,0.175239,0.099482
8172,68.100000,-1.387457,0.175301,0.099887
8173,68.108000,-1.386317,0.175218,0.100435
8174,68.117000,-1.384910,0.175201,0.101296
8175,68.125000,-1.383402,0.175129,0.102498
8176,68.133000,-1.382058,0.175223,0.103867
8177,68.142000,-1.380728,0.175232,0.105454
8178,68.150000,-1.379882,0.175278,0.107241
8179,68.158000,-1.379429,0.175318,0.108965
8180,68.167000,-1.379118,0.175290,0.110418
8181,68.175000,-1.379036,0.175236,0.111922
8182,68.183000,-1.379115,0.175193,0.113122
8183,68.192000,-1.379197,0.175249,0.113875
8184,68.200000,-1.379113,0.175214,0.114483
8185,68.208000,-1.378718,0.175208,0.114865
8186,68.217000,-1.377972,0.175266,0.115066
8187,68.225000,-1.376857,0.175224,0.115386
8188,68.233000,-1.375684,0.175116,0.115780
8189,68.242000,-1.374299,0.175090,0.116468
8190,68.250000,-1.372986,0.175138,0.117436
8191,68.258000,-1.371510,0.175130,0.118711
8192,68.267000,-1.370263,0.175107,0.120138
8193,68.275000,-1.369242,0.175128,0.121818
8194,68.283000,-1.368558,0.175227,0.123467
8195,68.292000,-1.368190,0.175134,0.124954
8196,68.300000,-1.368027,0.175152,0.126350
8197,68.308000,-1.367986,0.175091,0.127502
8198,68.317000,-1.367962,0.175068,0.128285
8199,68.325000,-1.367866,0.175097,0.128741
8200,68.333000,-1.367518,0.175073,0.128987
8201,68.342000,-1.366736,0.175071,0.129202
8202,68.350000,-1.365634,0.175093,0.129457
8203,68.358000,-1.364405,0.175027,0.129860
8204,68.367000,-1.362956,0.174991,0.130533
8205,68.375000,-1.361610,0.175079,0.131408
8206,68.383000,-1.360123,0.175117,0.132399
8207,68.392000,-1.358746,0.175006,0.133995
8208,68.400000,-1.357759,0.175089,0.135620
8209,68.408000,-1.356965,0.175129,0.137238
8210,68.417000,-1.356314,0.175101,0.138983
8211,68.425000,-1.356010,0.175036,0.140425
8212,68.433000,-1.355902,0.174997,0.141530
8213,68.442000,-1.355856,0.174980,0.142372
8214,68.450000,-1.355746,0.174989,0.142931
8215,68.458000,-1.355309,0.174892,0.143371
8216,68.467000,-1.354509,0.174869,0.143631
8217,68.475000,-1.353439,0.174879,0.143993
8218,68.483000,-1.352141,0.174851,0.144371
8219,68.492000,-1.350513,0.174823,0.145010
8220,68.500000,-1.348912,0.174808,0.145939
8221,68.508000,-1.347350,0.174873,0.147124
8222,68.517000,-1.345784,0.174793,0.148726
8223,68.525000,-1.344588,0.174786,0.150400
8224,68.533000,-1.343590,0.174843,0.152118
8225,68.542000,-1.342869,0.174889,0.153889
8226,68.550000,-1.342355,0.174893,0.155405
8227,68.558000,-1.342084,0.174882,0.156685
8228,68.567000,-1.341835,0.174911,0.157625
8229,68.575000,-1.341513,0.174902,0.158255
8230,68.583000,-1.340986,0.174830,0.158836
8231,68.592000,-1.340110,0.174833,0.159306
8232,68.600000,-1.338807,0.174864,0.159692
8233,68.608000,-1.337178,0.174825,0.160205
8234,68.617000,-1.335584,0.174753,0.160986
8235,68.625000,-1.333753,0.174809,0.162163
8236,68.633000,-1.331875,0.174875,0.163603
8237,68.642000,-1.330171,0.174877,0.165136
8238,68.650000,-1.328594,0.174757,0.167000
8239,68.658000,-1.327419,0.174754,0.168849
8240,68.667000,-1.326358,0.174812,0.170838
8241,68.675000,-1.325712,0.174744,0.172564
8242,68.683000,-1.325236,0.174729,0.174065
8243,68.692000,-1.324855,0.174665,0.175280
8244,68.700000,-1.324385,0.174632,0.176199
8245,68.708000,-1.323817,0.174534,0.176887
8246,68.717000,-1.322933,0.174551,0.177247
8247,68.725000,-1.321639,0.174633,0.177562
8248,68.733000,-1.320054,0.174544,0.178044
8249,68.742000,-1.318368,0.174539,0.178627
8250,68.750000,-1.316623,0.174577,0.179473
8251,68.758000,-1.314698,0.174628,0.180613
8252,68.767000,-1.312893,0.174644,0.182064
8253,68.775000,-1.311243,0.174500,0.183823
8254,68.783000,-1.309880,0.174538,0.185578
8255,68.792000,-1.308850,0.174606,0.187188
8256,68.800000,-1.308048,0.174619,0.188789
8257,68.808000,-1.307682,0.174669,0.190125
8258,68.817000,-1.307263,0.174698,0.191143
8259,68.825000,-1.306806,0.174675,0.191897
8260,68.833000,-1.306162,0.174624,0.192478
8261,68.842000,-1.305242,0.174682,0.192770
8262,68.850000,-1.304031,0.174779,0.192906
8263,68.858000,-1.302560,0.174760,0.193248
8264,68.867000,-1.300828,0.174583,0.193715
8265,68.875000,-1.299033,0.174653,0.194470
8266,68.883000,-1.297130,0.174764,0.195501
8267,68.892000,-1.295187,0.174645,0.196883
8268,68.900000,-1.293450,0.174576,0.198344
8269,68.908000,-1.291963,0.174565,0.200040
8270,68.917000,-1.290917,0.174683,0.201750
8271,68.925000,-1.290085,0.174720,0.203211
8272,68.933000,-1.289251,0.174695,0.204624
8273,68.942000,-1.288780,0.174633,0.205791
8274,68.950000,-1.288260,0.174586,0.206494
8275,68.958000,-1.287704,0.174554,0.207002
8276,68.967000,-1.286777,0.174500,0.207356
8277,68.975000,-1.285523,0.174505,0.207600
8278,68.983000,-1.284068,0.174484,0.207851
8279,68.992000,-1.282371,0.174478,0.208227
8280,69.000000,-1.280392,0.174476,0.208993
8281,69.008000,-1.278378,0.174565,0.210021
8282,69.017000,-1.276320,0.174417,0.211301
8283,69.025000,-1.274571,0.174410,0.212614
8284,69.033000,-1.273033,0.174478,0.214163
8285,69.042000,-1.271854,0.174426,0.215782
8286,69.050000,-1.270960,0.174486,0.217475
8287,69.058000,-1.270154,0.174400,0.218920
8288,69.067000,-1.269520,0.174297,0.220031
8289,69.075000,-1.268805,0.174285,0.220708
8290,69.083000,-1.268125,0.174250,0.221139
8291,69.092000,-1.267154,0.174194,0.221410
8292,69.100000,-1.265833,0.174151,0.221623
8293,69.108000,-1.264278,0.174236,0.221764
8294,69.117000,-1.262504,0.174250,0.221962
8295,69.125000,-1.260476,0.174145,0.222680
8296,69.133000,-1.258540,0.174182,0.223591
8297,69.142000,-1.256499,0.174235,0.224789
8298,69.150000,-1.254688,0.174313,0.226239
8299,69.158000,-1.253253,0.174293,0.227718
8300,69.167000,-1.252029,0.174248,0.229306
8301,69.175000,-1.251086,0.174229,0.230792
8302,69.183000,-1.250267,0.174237,0.232161
8303,69.192000,-1.249598,0.174230,0.233417
8304,69.200000,-1.248980,0.174255,0.234155
8305,69.208000,-1.248340,0.174252,0.234572
8306,69.217000,-1.247449,0.174211,0.234873
8307,69.225000,-1.246233,0.174251,0.235017
8308,69.233000,-1.244640,0.174246,0.235211
8309,69.242000,-1.242849,0.174172,0.235424
8310,69.250000,-1.241000,0.174105,0.235893
8311,69.258000,-1.238998,0.174097,0.236643
8312,69.267000,-1.236974,0.174231,0.237604
8313,69.275000,-1.235004,0.174146,0.238885
8314,69.283000,-1.233288,0.174104,0.240367
8315,69.292000,-1.231961,0.174203,0.241864
8316,69.300000,-1.230810,0.174228,0.243435
8317,69.308000,-1.229971,0.174179,0.244635
8318,69.317000,-1.229248,0.174131,0.245742
8319,69.325000,-1.228462,0.174111,0.246511
8320,69.333000,-1.227643,0.174164,0.246952
8321,69.342000,-1.226800,0.174104,0.247074
8322,69.350000,-1.225695,0.174079,0.247074
8323,69.358000,-1.224153,0.174120,0.247166
8324,69.367000,-1.222341,0.174182,0.247332
8325,69.375000,-1.220399,0.174115,0.247568
8326,69.383000,-1.218224,0.174154,0.248166
8327,69.392000,-1.215966,0.174222,0.249194
8328,69.400000,-1.213998,0.174182,0.250357
8329,69.408000,-1.212113,0.174076,0.251799
8330,69.417000,-1.210710,0.174054,0.253325
8331,69.425000,-1.209373,0.174141,0.254628
8332,69.433000,-1.208559,0.173975,0.256028
8333,69.442000,-1.207844,0.174026,0.257062
8334,69.450000,-1.207183,0.173963,0.257820
8335,69.458000,-1.206478,0.173892,0.258388
8336,69.467000,-1.205579,0.173852,0.258607
8337,69.475000,-1.204361,0.173926,0.258600
8338,69.483000,-1.202751,0.173950,0.258548
8339,69.492000,-1.200964,0.173966,0.258616
8340,69.500000,-1.198936,0.173953,0.258713
8341,69.508000,-1.197051,0.173972,0.259261
8342,69.517000,-1.194839,0.173954,0.260002
8343,69.525000,-1.192750,0.174026,0.261032
8344,69.533000,-1.190902,0.173997,0.262447
8345,69.542000,-1.189336,0.173930,0.263966
8346,69.550000,-1.188165,0.173949,0.265335
8347,69.558000,-1.187108,0.173826,0.266684
8348,69.567000,-1.186308,0.173788,0.267672
8349,69.575000,-1.185605,0.173777,0.268359
8350,69.583000,-1.184896,0.173772,0.268689
8351,69.592000,-1.184032,0.173702,0.268910
8352,69.600000,-1.182673,0.173640,0.268972
8353,69.608000,-1.181232,0.173617,0.268953
8354,69.617000,-1.179431,0.173571,0.269000
8355,69.625000,-1.177440,0.173471,0.269247
8356,69.633000,-1.175353,0.173527,0.269668
8357,69.642000,-1.173281,0.173614,0.270314
8358,69.650000,-1.171029,0.173485,0.271384
8359,69.658000,-1.169132,0.173437,0.272607
8360,69.667000,-1.167382,0.173430,0.273971
8361,69.675000,-1.166044,0.173513,0.275194
8362,69.683000,-1.165000,0.173504,0.276231
8363,69.692000,-1.164048,0.173394,0.277339
8364,69.700000,-1.163359,0.173273,0.278174
8365,69.708000,-1.162641,0.173353,0.278485
8366,69.717000,-1.161894,0.173336,0.278563
8367,69.725000,-1.160783,0.173332,0.278515
8368,69.733000,-1.159217,0.173353,0.278360
8369,69.742000,-1.157472,0.173334,0.278255
8370,69.750000,-1.155517,0.173251,0.278180
8371,69.758000,-1.153439,0.173319,0.278374
8372,69.767000,-1.151280,0.173343,0.278978
8373,69.775000,-1.149060,0.173331,0.279771
8374,69.783000,-1.147004,0.173352,0.280863
8375,69.792000,-1.145360,0.173411,0.282116
8376,69.800000,-1.144028,0.173500,0.283275
8377,69.808000,-1.142709,0.173399,0.284505
8378,69.817000,-1.141776,0.173338,0.285510
8379,69.825000,-1.141006,0.173346,0.286183
8380,69.833000,-1.140072,0.173360,0.286510
8381,69.842000,-1.139144,0.173288,0.286663
8382,69.850000,-1.138065,0.173202,0.286563
8383,69.858000,-1.136609,0.173251,0.286271
8384,69.867000,-1.134832,0.173287,0.286052
8385,69.875000,-1.132804,0.173179,0.286045
8386,69.883000,-1.130695,0.173172,0.286272
8387,69.892000,-1.128418,0.173216,0.286843
8388,69.900000,-1.125976,0.173242,0.287848
8389,69.908000,-1.123824,0.173284,0.288957
8390,69.917000,-1.121830,0.173246,0.290266
8391,69.925000,-1.120528,0.173313,0.291331
8392,69.933000,-1.119260,0.173242,0.292493
8393,69.942000,-1.118154,0.173127,0.293546
8394,69.950000,-1.117246,0.173069,0.294209
8395,69.958000,-1.116425,0.173043,0.294416
8396,69.967000,-1.115574,0.173050,0.294515
8397,69.975000,-1.114441,0.172951,0.294378
8398,69.983000,-1.112956,0.172982,0.294090
8399,69.992000,-1.111064,0.173027,0.293747
8400,70.000000,-1.109110,0.172939,0.293546
8401,70.008000,-1.106844,0.172822,0.293816
8402,70.017000,-1.104536,0.172890,0.294140
8403,70.025000,-1.102322,0.172993,0.294733
8404,70.033000,-1.100182,0.172966,0.295666
8405,70.042000,-1.098298,0.172988,0.296776
8406,70.050000,-1.096588,0.172998,0.298124
8407,70.058000,-1.095370,0.173020,0.299194
8408,70.067000,-1.094344,0.172993,0.300096
8409,70.075000,-1.093392,0.172901,0.300884
8410,70.083000,-1.092487,0.172905,0.301235
8411,70.092000,-1.091625,0.172914,0.301266
8412,70.100000,-1.090574,0.172892,0.301075
8413,70.108000,-1.089121,0.172835,0.300690
8414,70.117000,-1.087274,0.172792,0.300327
8415,70.125000,-1.085346,0.172769,0.300091
8416,70.133000,-1.083252,0.172795,0.300026
8417,70.142000,-1.080906,0.172776,0.300292
8418,70.150000,-1.078642,0.172824,0.300856
8419,70.158000,-1.076536,0.172857,0.301635
8420,70.167000,-1.074481,0.172748,0.302695
8421,70.175000,-1.072945,0.172741,0.303712
8422,70.183000,-1.071627,0.172794,0.304711
8423,70.192000,-1.070527,0.172806,0.305632
8424,70.200000,-1.069644,0.172824,0.306175
8425,70.208000,-1.068804,0.172819,0.306414
8426,70.217000,-1.067791,0.172770,0.306352
8427,70.225000,-1.066351,0.172731,0.306069
8428,70.233000,-1.064534,0.172761,0.305634
8429,70.242000,-1.062348,0.172804,0.305247
8430,70.250000,-1.059675,0.172634,0.305052
8431,70.258000,-1.056677,0.172475,0.305074
8432,70.267000,-1.053353,0.172387,0.305154
8433,70.275000,-1.049863,0.172513,0.305516
8434,70.283000,-1.046405,0.172485,0.306399
8435,70.292000,-1.043176,0.172432,0.307214
8436,70.300000,-1.040315,0.172283,0.308406
8437,70.308000,-1.037763,0.172306,0.309460
8438,70.317000,-1.035309,0.172297,0.310496
8439,70.325000,-1.032937,0.172305,0.311066
8440,70.333000,-1.030561,0.172259,0.311438
8441,70.342000,-1.028393,0.172148,0.311315
8442,70.350000,-1.025943,0.172043,0.311086
8443,70.358000,-1.023272,0.171932,0.310620
8444,70.367000,-1.020473,0.172018,0.309983
8445,70.375000,-1.017285,0.171991,0.309640
8446,70.383000,-1.014025,0.171954,0.309391
8447,70.392000,-1.010456,0.171864,0.309307
8448,70.400000,-1.006876,0.172021,0.309456
8449,70.408000,-1.003200,0.171928,0.310133
8450,70.417000,-0.999777,0.171900,0.310784
8451,70.425000,-0.996789,0.171856,0.311428
8452,70.433000,-0.994047,0.171840,0.312259
8453,70.442000,-0.991704,0.171843,0.313010
8454,70.450000,-0.989335,0.171772,0.313568
8455,70.458000,-0.987217,0.171746,0.313834
8456,70.467000,-0.985209,0.171714,0.313597
8457,70.475000,-0.982997,0.171733,0.313217
8458,70.483000,-0.980570,0.171677,0.312470
8459,70.492000,-0.978024,0.171676,0.311641
8460,70.500000,-0.975091,0.171698,0.310955
8461,70.508000,-0.972070,0.171668,0.310363
8462,70.517000,-0.968720,0.171603,0.309930
8463,70.525000,-0.965370,0.171626,0.309827
8464,70.533000,-0.962087,0.171614,0.310128
8465,70.542000,-0.958898,0.171569,0.310457
8466,70.550000,-0.956059,0.171570,0.311023
8467,70.558000,-0.953648,0.171566,0.311549
8468,70.567000,-0.951513,0.171497,0.312110
8469,70.575000,-0.949478,0.171449,0.312477
8470,70.583000,-0.947702,0.171449,0.312368
8471,70.592000,-0.945988,0.171376,0.311977
8472,70.600000,-0.944183,0.171300,0.311489
8473,70.608000,-0.942187,0.171183,0.310678
8474,70.617000,-0.940059,0.171241,0.309630
8475,70.625000,-0.937566,0.171332,0.308774
8476,70.633000,-0.934846,0.171225,0.308083
8477,70.642000,-0.931976,0.171135,0.307392
8478,70.650000,-0.929103,0.171249,0.307164
8479,70.658000,-0.926110,0.171253,0.307248
8480,70.667000,-0.923287,0.171195,0.307587
8481,70.675000,-0.920752,0.171062,0.308227
8482,70.683000,-0.918795,0.171173,0.308905
8483,70.692000,-0.916972,0.171186,0.309678
8484,70.700000,-0.915352,0.171074,0.310310
8485,70.708000,-0.913770,0.170933,0.310838
8486,70.717000,-0.912230,0.170846,0.311025
8487,70.725000,-0.910994,0.170967,0.310765
8488,70.733000,-0.909628,0.171027,0.310275
8489,70.742000,-0.907790,0.171072,0.309728
8490,70.750000,-0.905344,0.171065,0.309160
8491,70.758000,-0.902873,0.171084,0.308735
8492,70.767000,-0.900286,0.171107,0.308294
8493,70.775000,-0.897364,0.171189,0.308240
8494,70.783000,-0.894562,0.171221,0.308653
8495,70.792000,-0.891743,0.171101,0.309310
8496,70.800000,-0.889434,0.171152,0.309967
8497,70.808000,-0.887343,0.171125,0.310890
8498,70.817000,-0.885505,0.171073,0.311636
8499,70.825000,-0.883900,0.171074,0.312293
8500,70.833000,-0.882581,0.171062,0.312761
8501,70.842000,-0.881350,0.171080,0.312809
8502,70.850000,-0.880074,0.171044,0.312571
8503,70.858000,-0.878618,0.170961,0.312147
8504,70.867000,-0.876897,0.170971,0.311568
8505,70.875000,-0.874760,0.171026,0.311054
8506,70.883000,-0.872495,0.170974,0.310655
8507,70.892000,-0.870023,0.170984,0.310386
8508,70.900000,-0.867370,0.171106,0.310376
8509,70.908000,-0.864582,0.171113,0.310685
8510,70.917000,-0.861922,0.171121,0.311460
8511,70.925000,-0.859564,0.171156,0.312153
8512,70.933000,-0.857396,0.171118,0.313186
8513,70.942000,-0.855755,0.171154,0.314074
8514,70.950000,-0.854394,0.171056,0.314970
8515,70.958000,-0.853055,0.171087,0.315461
8516,70.967000,-0.851791,0.171085,0.315588
8517,70.975000,-0.850440,0.171092,0.315541
8518,70.983000,-0.848954,0.170953,0.315272
8519,70.992000,-0.847086,0.170972,0.314752
8520,71.000000,-0.844976,0.171069,0.314255
8521,71.008000,-0.842615,0.171128,0.313892
8522,71.017000,-0.839935,0.170939,0.313681
8523,71.025000,-0.837299,0.170969,0.313625
8524,71.033000,-0.834586,0.170953,0.313937
8525,71.042000,-0.832052,0.170932,0.314415
8526,71.050000,-0.829577,0.170803,0.315249
8527,71.058000,-0.827303,0.170846,0.316178
8528,71.067000,-0.825047,0.170807,0.317201
8529,71.075000,-0.823317,0.170769,0.318023
8530,71.083000,-0.821822,0.170830,0.318447
8531,71.092000,-0.820369,0.170857,0.318616
8532,71.100000,-0.818920,0.170798,0.318584
8533,71.108000,-0.817250,0.170658,0.318207
8534,71.117000,-0.815455,0.170680,0.317672
8535,71.125000,-0.813069,0.170695,0.317302
8536,71.133000,-0.810522,0.170626,0.317055
8537,71.142000,-0.807829,0.170615,0.316669
8538,71.150000,-0.804986,0.170671,0.316757
8539,71.158000,-0.802199,0.170660,0.317051
8540,71.167000,-0.799349,0.170624,0.317698
8541,71.175000,-0.796583,0.170675,0.318434
8542,71.183000,-0.794177,0.170741,0.319477
8543,71.192000,-0.792384,0.170746,0.320410
8544,71.200000,-0.790553,0.170569,0.321500
8545,71.208000,-0.789125,0.170585,0.321993
8546,71.217000,-0.787712,0.170637,0.322104
8547,71.225000,-0.786179,0.170581,0.322089
8548,71.233000,-0.784602,0.170400,0.321774
8549,71.242000,-0.782610,0.170394,0.321368
8550,71.250000,-0.780188,0.170419,0.321122
8551,71.258000,-0.777515,0.170489,0.321091
8552,71.267000,-0.774640,0.170581,0.320788
