Format Version,1.23,Take Name,Take 2025-12-17 06.35.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.35.01.503 PM,Capture Start Frame,10755390,Total Frames in Take,16256,Total Exported Frames,16256,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032
,ID,"1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0","1A7CDF4D9ECDA9D11F0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
4702,39.183000,0.009365,0.162773,1.707538
4703,39.192000,0.010175,0.162826,1.709053
4704,39.200000,0.010831,0.162846,1.711031
4705,39.208000,0.011337,0.162787,1.713103
4706,39.217000,0.011474,0.162747,1.715261
4707,39.225000,0.011262,0.162717,1.717394
4708,39.233000,0.010938,0.162826,1.719449
4709,39.242000,0.010345,0.162843,1.721177
4710,39.250000,0.009661,0.162807,1.722602
4711,39.258000,0.009076,0.162689,1.723612
4712,39.267000,0.008692,0.162684,1.724468
4713,39.275000,0.008575,0.162679,1.725137
4714,39.283000,0.008793,0.162655,1.725865
4715,39.292000,0.009339,0.162653,1.726741
4716,39.300000,0.010077,0.162598,1.727859
4717,39.308000,0.010864,0.162634,1.729193
4718,39.317000,0.011596,0.162586,1.730890
4719,39.325000,0.012305,0.162538,1.732839
4720,39.333000,0.012812,0.162673,1.734919
4721,39.342000,0.013079,0.162628,1.736965
4722,39.350000,0.013020,0.162646,1.739058
4723,39.358000,0.012855,0.162694,1.741082
4724,39.367000,0.012303,0.162712,1.742859
4725,39.375000,0.011567,0.162735,1.744303
4726,39.383000,0.010858,0.162741,1.745452
4727,39.392000,0.010515,0.162797,1.746430
4728,39.400000,0.010448,0.162813,1.747357
4729,39.408000,0.010708,0.162830,1.748269
4730,39.417000,0.011181,0.162798,1.749323
4731,39.425000,0.011840,0.162824,1.750536
4732,39.433000,0.012564,0.162874,1.752193
4733,39.442000,0.013301,0.162818,1.753922
4734,39.450000,0.014002,0.162899,1.756065
4735,39.458000,0.014558,0.162947,1.758359
4736,39.467000,0.014861,0.162964,1.760816
4737,39.475000,0.014898,0.162906,1.763118
4738,39.483000,0.014815,0.162804,1.765269
4739,39.492000,0.014420,0.162813,1.767332
4740,39.500000,0.013915,0.162785,1.768944
4741,39.508000,0.013387,0.162741,1.770306
4742,39.517000,0.013099,0.162764,1.771304
4743,39.525000,0.013072,0.162803,1.772149
4744,39.533000,0.013422,0.162775,1.773075
4745,39.542000,0.014143,0.162796,1.774078
4746,39.550000,0.015156,0.162884,1.775063
4747,39.558000,0.016205,0.162921,1.776311
4748,39.567000,0.017243,0.162835,1.778006
4749,39.575000,0.018187,0.162847,1.779909
4750,39.583000,0.019053,0.162834,1.782118
4751,39.592000,0.019618,0.162917,1.784398
4752,39.600000,0.019893,0.162761,1.786539
4753,39.608000,0.019854,0.162737,1.788639
4754,39.617000,0.019726,0.162784,1.790344
4755,39.625000,0.019344,0.162829,1.791980
4756,39.633000,0.019024,0.162834,1.793109
4757,39.642000,0.018864,0.162752,1.794134
4758,39.650000,0.019041,0.162714,1.795071
4759,39.658000,0.019572,0.162759,1.795854
4760,39.667000,0.020372,0.162709,1.796593
4761,39.675000,0.021407,0.162681,1.797486
4762,39.683000,0.022512,0.162707,1.798799
4763,39.692000,0.023662,0.162728,1.800121
4764,39.700000,0.024808,0.162846,1.801945
4765,39.708000,0.025830,0.162841,1.803974
4766,39.717000,0.026455,0.162794,1.806225
4767,39.725000,0.026832,0.162742,1.808222
4768,39.733000,0.026965,0.162694,1.810210
4769,39.742000,0.026885,0.162768,1.811878
4770,39.750000,0.026590,0.162823,1.813391
4771,39.758000,0.026301,0.162776,1.814428
4772,39.767000,0.026244,0.162739,1.815245
4773,39.775000,0.026461,0.162728,1.816024
4774,39.783000,0.027077,0.162732,1.816723
4775,39.792000,0.027973,0.162663,1.817320
4776,39.800000,0.029120,0.162581,1.818037
4777,39.808000,0.030377,0.162633,1.819121
4778,39.817000,0.031605,0.162669,1.820366
4779,39.825000,0.032677,0.162768,1.822063
4780,39.833000,0.033734,0.162759,1.824129
4781,39.842000,0.034481,0.162687,1.826265
4782,39.850000,0.034881,0.162568,1.828332
4783,39.858000,0.035091,0.162525,1.830317
4784,39.867000,0.035152,0.162604,1.832042
4785,39.875000,0.034887,0.162635,1.833609
4786,39.883000,0.034633,0.162566,1.834817
4787,39.892000,0.034734,0.162477,1.835652
4788,39.900000,0.034981,0.162518,1.836389
4789,39.908000,0.035565,0.162509,1.837040
4790,39.917000,0.036472,0.162462,1.837601
4791,39.925000,0.037607,0.162456,1.838307
4792,39.933000,0.038838,0.162524,1.839400
4793,39.942000,0.040117,0.162561,1.840668
4794,39.950000,0.041284,0.162584,1.842188
4795,39.958000,0.042449,0.162571,1.844083
4796,39.967000,0.043357,0.162507,1.846137
4797,39.975000,0.043914,0.162428,1.848259
4798,39.983000,0.044293,0.162403,1.850239
4799,39.992000,0.044476,0.162503,1.851932
4800,40.000000,0.044296,0.162455,1.853399
4801,40.008000,0.044105,0.162437,1.854506
4802,40.017000,0.044007,0.162347,1.855417
4803,40.025000,0.044259,0.162357,1.856100
4804,40.033000,0.044847,0.162365,1.856742
4805,40.042000,0.045772,0.162282,1.857351
4806,40.050000,0.046952,0.162263,1.858050
4807,40.058000,0.048310,0.162340,1.859008
4808,40.067000,0.049682,0.162377,1.860294
4809,40.075000,0.051020,0.162381,1.861824
4810,40.083000,0.052371,0.162512,1.863716
4811,40.092000,0.053450,0.162577,1.865692
4812,40.100000,0.054059,0.162449,1.867790
4813,40.108000,0.054534,0.162404,1.869755
4814,40.117000,0.054786,0.162396,1.871626
4815,40.125000,0.054767,0.162449,1.873168
4816,40.133000,0.054662,0.162397,1.874407
4817,40.142000,0.054671,0.162381,1.875453
4818,40.150000,0.054936,0.162430,1.876185
4819,40.158000,0.055513,0.162407,1.876786
4820,40.167000,0.056360,0.162346,1.877408
4821,40.175000,0.057587,0.162377,1.878142
4822,40.183000,0.059017,0.162319,1.879009
4823,40.192000,0.060407,0.162306,1.880261
4824,40.200000,0.061765,0.162326,1.881828
4825,40.208000,0.063027,0.162367,1.883539
4826,40.217000,0.064121,0.162351,1.885530
4827,40.225000,0.064848,0.162267,1.887647
4828,40.233000,0.065484,0.162257,1.889645
4829,40.242000,0.065801,0.162276,1.891561
4830,40.250000,0.065930,0.162334,1.893085
4831,40.258000,0.065905,0.162319,1.894293
4832,40.267000,0.065956,0.162216,1.895339
4833,40.275000,0.066279,0.162216,1.896053
4834,40.283000,0.066972,0.162252,1.896667
4835,40.292000,0.067910,0.162223,1.897186
4836,40.300000,0.069056,0.162072,1.897803
4837,40.308000,0.070465,0.162033,1.898633
4838,40.317000,0.071932,0.162123,1.899723
4839,40.325000,0.073453,0.162159,1.901124
4840,40.333000,0.074996,0.162117,1.902823
4841,40.342000,0.076251,0.162084,1.904738
4842,40.350000,0.076999,0.162069,1.906656
4843,40.358000,0.077598,0.161988,1.908695
4844,40.367000,0.078022,0.162083,1.910566
4845,40.375000,0.078172,0.161997,1.912200
4846,40.383000,0.078153,0.161966,1.913414
4847,40.392000,0.078177,0.161940,1.914384
4848,40.400000,0.078473,0.161971,1.915078
4849,40.408000,0.079036,0.162049,1.915631
4850,40.417000,0.079840,0.162047,1.916072
4851,40.425000,0.080985,0.161973,1.916584
4852,40.433000,0.082383,0.162015,1.917345
4853,40.442000,0.083834,0.161982,1.918419
4854,40.450000,0.085460,0.162045,1.919654
4855,40.458000,0.086976,0.162051,1.921274
4856,40.467000,0.088353,0.162041,1.923174
4857,40.475000,0.089289,0.162003,1.925061
4858,40.483000,0.089953,0.161920,1.926937
4859,40.492000,0.090472,0.161881,1.928631
4860,40.500000,0.090579,0.161874,1.930155
4861,40.508000,0.090726,0.161855,1.931309
4862,40.517000,0.090896,0.161798,1.932223
4863,40.525000,0.091262,0.161797,1.932822
4864,40.533000,0.091895,0.161863,1.933252
4865,40.542000,0.092844,0.161903,1.933644
4866,40.550000,0.094128,0.161900,1.934095
4867,40.558000,0.095611,0.161831,1.934798
4868,40.567000,0.097109,0.161765,1.935739
4869,40.575000,0.098683,0.161771,1.936892
4870,40.583000,0.100336,0.161795,1.938419
4871,40.592000,0.101705,0.161832,1.940247
4872,40.600000,0.102799,0.161756,1.942240
4873,40.608000,0.103550,0.161726,1.944156
4874,40.617000,0.104154,0.161579,1.945892
4875,40.625000,0.104520,0.161570,1.947522
4876,40.633000,0.104730,0.161513,1.948775
4877,40.642000,0.104930,0.161459,1.949617
4878,40.650000,0.105348,0.161458,1.950322
4879,40.658000,0.106043,0.161545,1.950821
4880,40.667000,0.107057,0.161599,1.951164
4881,40.675000,0.108373,0.161592,1.951492
4882,40.683000,0.109904,0.161492,1.952108
4883,40.692000,0.111588,0.161469,1.952908
4884,40.700000,0.113337,0.161529,1.953932
4885,40.708000,0.115076,0.161581,1.955332
4886,40.717000,0.116662,0.161561,1.956943
4887,40.725000,0.117900,0.161496,1.958797
4888,40.733000,0.118975,0.161516,1.960654
4889,40.742000,0.119787,0.161530,1.962408
4890,40.750000,0.120358,0.161521,1.963898
4891,40.758000,0.120712,0.161519,1.965137
4892,40.767000,0.120929,0.161492,1.965949
4893,40.775000,0.121314,0.161475,1.966532
4894,40.783000,0.121881,0.161469,1.966867
4895,40.792000,0.122841,0.161373,1.967095
4896,40.800000,0.124135,0.161410,1.967380
4897,40.808000,0.125718,0.161436,1.967777
4898,40.817000,0.127488,0.161499,1.968449
4899,40.825000,0.129243,0.161448,1.969519
4900,40.833000,0.131119,0.161413,1.970862
4901,40.842000,0.132876,0.161492,1.972459
4902,40.850000,0.134233,0.161441,1.974219
4903,40.858000,0.135297,0.161344,1.975927
4904,40.867000,0.136146,0.161237,1.977720
4905,40.875000,0.136753,0.161287,1.979176
4906,40.883000,0.137051,0.161290,1.980335
4907,40.892000,0.137272,0.161223,1.981293
4908,40.900000,0.137701,0.161214,1.981827
4909,40.908000,0.138380,0.161270,1.982139
4910,40.917000,0.139246,0.161320,1.982339
4911,40.925000,0.140432,0.161307,1.982507
4912,40.933000,0.141984,0.161243,1.982832
4913,40.942000,0.143887,0.161277,1.983501
4914,40.950000,0.145783,0.161217,1.984358
4915,40.958000,0.147712,0.161216,1.985440
4916,40.967000,0.149471,0.161194,1.986900
4917,40.975000,0.150861,0.161245,1.988549
4918,40.983000,0.151937,0.161194,1.990199
4919,40.992000,0.152786,0.161214,1.991719
4920,41.000000,0.153272,0.161122,1.993160
4921,41.008000,0.153668,0.161091,1.994398
4922,41.017000,0.154142,0.161004,1.995234
4923,41.025000,0.154712,0.160889,1.995916
4924,41.033000,0.155455,0.160858,1.996252
4925,41.042000,0.156445,0.160832,1.996494
4926,41.050000,0.157704,0.160910,1.996762
4927,41.058000,0.159269,0.160902,1.997110
4928,41.067000,0.160972,0.160827,1.997681
4929,41.075000,0.162763,0.160862,1.998500
4930,41.083000,0.164722,0.160973,1.999441
4931,41.092000,0.166691,0.161091,2.000782
4932,41.100000,0.168319,0.161034,2.002315
4933,41.108000,0.169540,0.161001,2.003802
4934,41.117000,0.170515,0.160964,2.005309
4935,41.125000,0.171252,0.161029,2.006821
4936,41.133000,0.171743,0.161042,2.007977
4937,41.142000,0.172047,0.160943,2.008895
4938,41.150000,0.172456,0.160844,2.009533
4939,41.158000,0.173201,0.160830,2.009814
4940,41.167000,0.174254,0.160842,2.009948
4941,41.175000,0.175576,0.160836,2.010085
4942,41.183000,0.177231,0.160906,2.010259
4943,41.192000,0.179297,0.160873,2.010592
4944,41.200000,0.181161,0.160747,2.011308
4945,41.208000,0.183153,0.160790,2.012266
4946,41.217000,0.185038,0.160845,2.013470
4947,41.225000,0.186586,0.160888,2.015016
4948,41.233000,0.187787,0.160806,2.016614
4949,41.242000,0.188913,0.160768,2.018151
4950,41.250000,0.189823,0.160753,2.019522
4951,41.258000,0.190548,0.160822,2.020756
4952,41.267000,0.191176,0.160771,2.021616
4953,41.275000,0.191740,0.160681,2.022125
4954,41.283000,0.192479,0.160633,2.022371
4955,41.292000,0.193457,0.160664,2.022462
4956,41.300000,0.194853,0.160675,2.022448
4957,41.308000,0.196572,0.160641,2.022564
4958,41.317000,0.198469,0.160648,2.022847
4959,41.325000,0.200399,0.160659,2.023367
4960,41.333000,0.202449,0.160629,2.024132
4961,41.342000,0.204415,0.160709,2.025273
4962,41.350000,0.206059,0.160728,2.026593
4963,41.358000,0.207472,0.160728,2.028166
4964,41.367000,0.208604,0.160611,2.029608
4965,41.375000,0.209659,0.160567,2.031080
4966,41.383000,0.210421,0.160580,2.032206
4967,41.392000,0.210825,0.160569,2.032984
4968,41.400000,0.211375,0.160491,2.033504
4969,41.408000,0.212155,0.160422,2.033777
4970,41.417000,0.213242,0.160422,2.033823
4971,41.425000,0.214523,0.160429,2.033814
4972,41.433000,0.216090,0.160409,2.033804
4973,41.442000,0.218003,0.160407,2.034010
4974,41.450000,0.219931,0.160349,2.034436
4975,41.458000,0.221958,0.160438,2.035146
4976,41.467000,0.223925,0.160409,2.036095
4977,41.475000,0.225673,0.160502,2.037445
4978,41.483000,0.227186,0.160407,2.038838
4979,41.492000,0.228506,0.160368,2.040320
4980,41.500000,0.229657,0.160259,2.041571
4981,41.508000,0.230396,0.160309,2.042678
4982,41.517000,0.230950,0.160262,2.043550
4983,41.525000,0.231468,0.160244,2.043962
4984,41.533000,0.232186,0.160204,2.044098
4985,41.542000,0.233195,0.160265,2.044081
4986,41.550000,0.234486,0.160226,2.044023
4987,41.558000,0.236041,0.160258,2.043965
4988,41.567000,0.237943,0.160223,2.044099
4989,41.575000,0.240056,0.160257,2.044437
4990,41.583000,0.242277,0.160268,2.044970
4991,41.592000,0.244313,0.160272,2.045817
4992,41.600000,0.246249,0.160217,2.047072
4993,41.608000,0.247898,0.160205,2.048432
4994,41.617000,0.249222,0.160159,2.049804
4995,41.625000,0.250284,0.160072,2.051192
4996,41.633000,0.251236,0.160070,2.052433
4997,41.642000,0.252012,0.160012,2.053200
4998,41.650000,0.252739,0.159963,2.053691
4999,41.658000,0.253616,0.159977,2.053886
5000,41.667000,0.254750,0.159993,2.053839
5001,41.675000,0.256099,0.159988,2.053717
5002,41.683000,0.257690,0.159900,2.053573
5003,41.692000,0.259557,0.159948,2.053514
5004,41.700000,0.261538,0.159930,2.053797
5005,41.708000,0.263608,0.159877,2.054285
5006,41.717000,0.265704,0.159942,2.054947
5007,41.725000,0.267757,0.159971,2.055984
5008,41.733000,0.269527,0.159962,2.057198
5009,41.742000,0.271006,0.159958,2.058407
5010,41.750000,0.272300,0.159898,2.059584
5011,41.758000,0.273247,0.159898,2.060574
5012,41.767000,0.273920,0.159863,2.061245
5013,41.775000,0.274566,0.159787,2.061614
5014,41.783000,0.275244,0.159770,2.061663
5015,41.792000,0.276131,0.159746,2.061426
5016,41.800000,0.277319,0.159752,2.061157
5017,41.808000,0.278756,0.159674,2.060812
5018,41.817000,0.280657,0.159621,2.060493
5019,41.825000,0.282588,0.159668,2.060546
5020,41.833000,0.284704,0.159610,2.060727
5021,41.842000,0.286802,0.159717,2.061218
5022,41.850000,0.288683,0.159712,2.061967
5023,41.858000,0.290285,0.159753,2.063135
5024,41.867000,0.291616,0.159756,2.064247
5025,41.875000,0.292785,0.159744,2.065392
5026,41.883000,0.293820,0.159646,2.066373
5027,41.892000,0.294795,0.159586,2.066918
5028,41.900000,0.295610,0.159597,2.067177
5029,41.908000,0.296466,0.159625,2.067231
5030,41.917000,0.297478,0.159719,2.067024
5031,41.925000,0.298664,0.159794,2.066756
5032,41.933000,0.300195,0.159759,2.066418
5033,41.942000,0.302024,0.159702,2.066200
5034,41.950000,0.304130,0.159717,2.066195
5035,41.958000,0.306259,0.159813,2.066490
5036,41.967000,0.308419,0.159834,2.066939
5037,41.975000,0.310653,0.159805,2.067676
5038,41.983000,0.312627,0.159877,2.068838
5039,41.992000,0.314090,0.159734,2.070003
5040,42.000000,0.315417,0.159624,2.071201
5041,42.008000,0.316530,0.159548,2.072269
5042,42.017000,0.317478,0.159625,2.073140
5043,42.025000,0.318252,0.159621,2.073488
5044,42.033000,0.319023,0.159510,2.073636
5045,42.042000,0.319971,0.159538,2.073497
5046,42.050000,0.321229,0.159550,2.073154
5047,42.058000,0.322811,0.159524,2.072841
5048,42.067000,0.324672,0.159501,2.072638
5049,42.075000,0.326796,0.159501,2.072618
5050,42.083000,0.329139,0.159452,2.072727
5051,42.092000,0.331353,0.159518,2.073094
5052,42.100000,0.333482,0.159564,2.073817
5053,42.108000,0.335571,0.159511,2.074770
5054,42.117000,0.337374,0.159568,2.075860
5055,42.125000,0.338780,0.159516,2.077022
5056,42.133000,0.340016,0.159360,2.078007
5057,42.142000,0.341084,0.159299,2.078815
5058,42.150000,0.341961,0.159127,2.079368
5059,42.158000,0.342831,0.158987,2.079698
5060,42.167000,0.343949,0.159076,2.079550
5061,42.175000,0.345227,0.159234,2.079263
5062,42.183000,0.346891,0.159166,2.078952
5063,42.192000,0.348903,0.159098,2.078590
5064,42.200000,0.351130,0.159182,2.078404
5065,42.208000,0.353460,0.159186,2.078375
5066,42.217000,0.356054,0.159177,2.078662
5067,42.225000,0.358603,0.159198,2.079323
5068,42.233000,0.361067,0.159229,2.080250
5069,42.242000,0.363068,0.159285,2.081303
5070,42.250000,0.364914,0.159294,2.082415
5071,42.258000,0.366359,0.159040,2.083315
5072,42.267000,0.367664,0.159049,2.084113
5073,42.275000,0.368789,0.158991,2.084628
5074,42.283000,0.369878,0.159017,2.084792
5075,42.292000,0.371139,0.158982,2.084719
5076,42.300000,0.372665,0.158994,2.084422
5077,42.308000,0.374412,0.158982,2.083992
5078,42.317000,0.376411,0.158911,2.083561
5079,42.325000,0.378789,0.158947,2.083401
5080,42.333000,0.381368,0.158834,2.083297
5081,42.342000,0.383983,0.158947,2.083498
5082,42.350000,0.386576,0.158833,2.083944
5083,42.358000,0.389010,0.158963,2.084640
5084,42.367000,0.390923,0.158939,2.085626
5085,42.375000,0.392683,0.158883,2.086651
5086,42.383000,0.394241,0.158804,2.087551
5087,42.392000,0.395584,0.158904,2.088198
5088,42.400000,0.396664,0.158870,2.088622
5089,42.408000,0.397626,0.158812,2.088682
5090,42.417000,0.398794,0.158738,2.088451
5091,42.425000,0.400219,0.158764,2.087966
5092,42.433000,0.401894,0.158808,2.087518
5093,42.442000,0.403819,0.158779,2.086908
5094,42.450000,0.406193,0.158659,2.086437
5095,42.458000,0.408664,0.158759,2.086213
5096,42.467000,0.411220,0.158698,2.086226
5097,42.475000,0.413895,0.158742,2.086492
5098,42.483000,0.416322,0.158728,2.087121
5099,42.492000,0.418455,0.158673,2.087989
5100,42.500000,0.420248,0.158625,2.088865
5101,42.508000,0.421829,0.158569,2.089767
5102,42.517000,0.423239,0.158501,2.090467
5103,42.525000,0.424350,0.158411,2.090847
5104,42.533000,0.425492,0.158376,2.090879
5105,42.542000,0.426797,0.158299,2.090543
5106,42.550000,0.428198,0.158383,2.090000
5107,42.558000,0.429881,0.158301,2.089379
5108,42.567000,0.431820,0.158257,2.088668
5109,42.575000,0.434080,0.158258,2.088207
5110,42.583000,0.436492,0.158242,2.087808
5111,42.592000,0.439089,0.158255,2.087634
5112,42.600000,0.441604,0.158216,2.087747
5113,42.608000,0.444036,0.158240,2.088289
5114,42.617000,0.446224,0.158293,2.089021
5115,42.625000,0.448226,0.158390,2.089867
5116,42.633000,0.449827,0.158295,2.090621
5117,42.642000,0.451215,0.158252,2.091212
5118,42.650000,0.452319,0.158261,2.091538
5119,42.658000,0.453408,0.158196,2.091458
5120,42.667000,0.454656,0.158167,2.091106
5121,42.675000,0.455987,0.158169,2.090565
5122,42.683000,0.457590,0.158164,2.089816
5123,42.692000,0.459383,0.158205,2.089133
5124,42.700000,0.461520,0.158085,2.088456
5125,42.708000,0.463849,0.158102,2.087967
5126,42.717000,0.466416,0.158010,2.087685
5127,42.725000,0.468930,0.158107,2.087654
5128,42.733000,0.471307,0.158101,2.087961
5129,42.742000,0.473346,0.158084,2.088530
5130,42.750000,0.475150,0.157976,2.089324
5131,42.758000,0.476445,0.157825,2.090030
5132,42.767000,0.477715,0.157812,2.090461
5133,42.775000,0.478920,0.157887,2.090683
5134,42.783000,0.479966,0.157896,2.090557
5135,42.792000,0.481035,0.157868,2.090135
5136,42.800000,0.482202,0.157799,2.089506
5137,42.808000,0.483716,0.157862,2.088631
5138,42.817000,0.485588,0.157882,2.087626
5139,42.825000,0.487724,0.157895,2.086730
5140,42.833000,0.489919,0.157947,2.086103
5141,42.842000,0.492359,0.157836,2.085685
5142,42.850000,0.494963,0.157917,2.085544
5143,42.858000,0.497395,0.157911,2.085702
5144,42.867000,0.499727,0.157960,2.086158
5145,42.875000,0.501624,0.157910,2.086718
5146,42.883000,0.503316,0.157775,2.087294
5147,42.892000,0.504801,0.157695,2.087665
5148,42.900000,0.506018,0.157758,2.087711
5149,42.908000,0.507130,0.157739,2.087447
5150,42.917000,0.508151,0.157703,2.086934
5151,42.925000,0.509428,0.157671,2.086142
5152,42.933000,0.510880,0.157623,2.085186
5153,42.942000,0.512551,0.157725,2.084203
5154,42.950000,0.514793,0.157631,2.083205
5155,42.958000,0.517109,0.157699,2.082405
5156,42.967000,0.519515,0.157729,2.081817
5157,42.975000,0.522019,0.157686,2.081522
5158,42.983000,0.524389,0.157745,2.081508
5159,42.992000,0.526669,0.157730,2.081858
5160,43.000000,0.528621,0.157707,2.082267
5161,43.008000,0.530250,0.157641,2.082607
5162,43.017000,0.531748,0.157591,2.082919
5163,43.025000,0.532959,0.157675,2.082926
5164,43.033000,0.533927,0.157649,2.082675
5165,43.042000,0.534894,0.157547,2.082070
5166,43.050000,0.535946,0.157583,2.081230
5167,43.058000,0.537345,0.157724,2.080154
5168,43.067000,0.539072,0.157640,2.079119
5169,43.075000,0.541076,0.157705,2.077957
5170,43.083000,0.543297,0.157715,2.077108
5171,43.092000,0.545716,0.157664,2.076351
5172,43.100000,0.548111,0.157809,2.075815
5173,43.108000,0.550556,0.157692,2.075638
5174,43.117000,0.552854,0.157732,2.075813
5175,43.125000,0.554830,0.157675,2.076118
5176,43.133000,0.556491,0.157617,2.076415
5177,43.142000,0.558103,0.157415,2.076605
5178,43.150000,0.559322,0.157438,2.076617
5179,43.158000,0.560248,0.157485,2.076347
5180,43.167000,0.561256,0.157407,2.075727
5181,43.175000,0.562429,0.157339,2.074904
5182,43.183000,0.563741,0.157437,2.073821
5183,43.192000,0.565483,0.157363,2.072571
5184,43.200000,0.567380,0.157379,2.071444
5185,43.208000,0.569639,0.157281,2.070264
5186,43.217000,0.571972,0.157362,2.069364
5187,43.225000,0.574467,0.157339,2.068710
5188,43.233000,0.576918,0.157280,2.068321
5189,43.242000,0.579190,0.157385,2.068291
5190,43.250000,0.581238,0.157353,2.068478
5191,43.258000,0.582948,0.157275,2.068699
5192,43.267000,0.584587,0.157239,2.068840
5193,43.275000,0.585908,0.157215,2.068721
5194,43.283000,0.586986,0.157187,2.068352
5195,43.292000,0.587972,0.157083,2.067672
5196,43.300000,0.589050,0.157054,2.066801
5197,43.308000,0.590288,0.157080,2.065645
5198,43.317000,0.591841,0.157042,2.064338
5199,43.325000,0.593688,0.156929,2.063017
5200,43.333000,0.595852,0.156970,2.061829
5201,43.342000,0.598247,0.156891,2.060766
5202,43.350000,0.600660,0.156861,2.060022
5203,43.358000,0.603114,0.156917,2.059577
5204,43.367000,0.605470,0.156918,2.059354
5205,43.375000,0.607592,0.156982,2.059436
5206,43.383000,0.609443,0.156842,2.059606
5207,43.392000,0.610999,0.156712,2.059694
5208,43.400000,0.612285,0.156695,2.059572
5209,43.408000,0.613319,0.156774,2.059198
5210,43.417000,0.614284,0.156708,2.058485
5211,43.425000,0.615414,0.156606,2.057514
5212,43.433000,0.616663,0.156632,2.056223
5213,43.442000,0.618055,0.156782,2.054807
5214,43.450000,0.619940,0.156629,2.053217
5215,43.458000,0.621954,0.156674,2.051925
5216,43.467000,0.624284,0.156617,2.050651
5217,43.475000,0.626653,0.156587,2.049719
5218,43.483000,0.629026,0.156633,2.049060
5219,43.492000,0.631471,0.156615,2.048702
5220,43.500000,0.633487,0.156676,2.048664
5221,43.508000,0.635172,0.156609,2.048754
5222,43.517000,0.636598,0.156575,2.048849
5223,43.525000,0.637761,0.156540,2.048776
5224,43.533000,0.638724,0.156612,2.048362
5225,43.542000,0.639491,0.156591,2.047682
5226,43.550000,0.640342,0.156492,2.046703
5227,43.558000,0.641353,0.156527,2.045408
5228,43.567000,0.642592,0.156498,2.044082
5229,43.575000,0.644189,0.156476,2.042581
5230,43.583000,0.645866,0.156616,2.041293
5231,43.592000,0.648005,0.156656,2.040051
5232,43.600000,0.650346,0.156715,2.039106
5233,43.608000,0.652666,0.156820,2.038458
5234,43.617000,0.655112,0.156780,2.038136
5235,43.625000,0.657273,0.156847,2.038010
5236,43.633000,0.659330,0.156841,2.037940
5237,43.642000,0.661179,0.156718,2.037929
5238,43.650000,0.662723,0.156664,2.037612
5239,43.658000,0.663881,0.156746,2.037056
5240,43.667000,0.664947,0.156646,2.036258
5241,43.675000,0.666180,0.156535,2.034979
5242,43.683000,0.667544,0.156726,2.033489
5243,43.692000,0.669105,0.156794,2.031882
5244,43.700000,0.670819,0.156606,2.030308
5245,43.708000,0.672730,0.156596,2.028602
5246,43.717000,0.675152,0.156506,2.026967
5247,43.725000,0.677632,0.156493,2.025609
5248,43.733000,0.680042,0.156619,2.024640
5249,43.742000,0.682554,0.156625,2.023840
5250,43.750000,0.684838,0.156549,2.023390
5251,43.758000,0.686716,0.156571,2.023226
5252,43.767000,0.688351,0.156446,2.023023
5253,43.775000,0.689633,0.156369,2.022737
5254,43.783000,0.690716,0.156426,2.022228
5255,43.792000,0.691735,0.156340,2.021459
5256,43.800000,0.692754,0.156281,2.020421
5257,43.808000,0.693730,0.156235,2.019126
5258,43.817000,0.694973,0.156377,2.017478
5259,43.825000,0.696396,0.156311,2.015823
5260,43.833000,0.698157,0.156294,2.014158
5261,43.842000,0.700260,0.156307,2.012402
5262,43.850000,0.702432,0.156355,2.011019
5263,43.858000,0.704830,0.156415,2.009839
5264,43.867000,0.707129,0.156473,2.008961
5265,43.875000,0.709288,0.156378,2.008521
5266,43.883000,0.711171,0.156371,2.008185
5267,43.892000,0.712724,0.156340,2.007932
5268,43.900000,0.713914,0.156286,2.007769
5269,43.908000,0.714858,0.156239,2.007267
5270,43.917000,0.715622,0.156165,2.006515
5271,43.925000,0.716390,0.156083,2.005472
5272,43.933000,0.717136,0.156188,2.004122
5273,43.942000,0.718231,0.156057,2.002478
5274,43.950000,0.719587,0.155973,2.000783
5275,43.958000,0.721139,0.156021,1.999054
5276,43.967000,0.723170,0.156059,1.997488
5277,43.975000,0.725266,0.155943,1.995829
5278,43.983000,0.727518,0.155926,1.994451
5279,43.992000,0.729820,0.155988,1.993377
5280,44.000000,0.731900,0.156007,1.992615
5281,44.008000,0.733815,0.156045,1.992043
5282,44.017000,0.735455,0.155979,1.991644
5283,44.025000,0.736735,0.155928,1.991255
5284,44.033000,0.737752,0.155851,1.990637
5285,44.042000,0.738457,0.155813,1.989846
5286,44.050000,0.739251,0.155728,1.988671
5287,44.058000,0.740136,0.155688,1.987111
5288,44.067000,0.741139,0.155762,1.985392
5289,44.075000,0.742440,0.155726,1.983552
5290,44.083000,0.744008,0.155855,1.981645
5291,44.092000,0.745818,0.155795,1.979749
5292,44.100000,0.747841,0.155866,1.978054
5293,44.108000,0.750032,0.155906,1.976567
5294,44.117000,0.752138,0.155893,1.975388
5295,44.125000,0.754181,0.155910,1.974583
5296,44.133000,0.756179,0.155904,1.973862
