Format Version,1.23,Take Name,Take 2025-12-17 06.07.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.07.01.513 PM,Capture Start Frame,10553788,Total Frames in Take,14436,Total Exported Frames,14436,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013
,ID,"19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
13701,114.175000,,,,1.953944,0.159543,-1.533870,,,,,,,,,,1.992437,0.067709,-1.427133
13702,114.183000,,,,1.953392,0.159452,-1.533453,,,,,,,,,,1.992458,0.067709,-1.427136
13703,114.192000,,,,1.952610,0.159480,-1.533287,,,,,,,,,,1.992441,0.067723,-1.427159
13704,114.200000,,,,1.951963,0.159593,-1.533518,,,,,,,,,,1.992459,0.067753,-1.427145
13705,114.208000,,,,1.951461,0.159683,-1.533950,,,,,,,,,,1.992466,0.067698,-1.427138
13706,114.217000,,,,1.950989,0.159679,-1.534586,,,,,,,,,,1.992448,0.067698,-1.427155
13707,114.225000,,,,1.950835,0.159725,-1.535260,,,,,,,,,,1.992449,0.067692,-1.427132
13708,114.233000,,,,1.950977,0.159808,-1.535894,,,,,,,,,,1.992445,0.067696,-1.427128
13709,114.242000,,,,1.951442,0.159676,-1.536429,,,,,,,,,,1.992464,0.067737,-1.427130
13710,114.250000,,,,1.952157,0.159479,-1.536859,,,,,,,,,,1.992455,0.067715,-1.427130
13711,114.258000,,,,1.952856,0.159442,-1.536972,,,,,,,,,,1.992442,0.067693,-1.427149
13712,114.267000,,,,1.953552,0.159501,-1.536597,,,,,,,,,,1.992457,0.067719,-1.427142
13713,114.275000,,,,1.954094,0.159507,-1.535974,,,,,,,,,,1.992454,0.067739,-1.427167
13714,114.283000,,,,1.954320,0.159459,-1.535286,,,,,,,,,,1.992453,0.067748,-1.427144
13715,114.292000,,,,1.954233,0.159428,-1.534652,,,,,,,,,,1.992438,0.067712,-1.427133
13716,114.300000,,,,1.954037,0.159525,-1.534042,,,,,,,,,,1.992450,0.067764,-1.427157
13717,114.308000,,,,1.953570,0.159482,-1.533531,,,,,,,,,,1.992458,0.067747,-1.427160
13718,114.317000,,,,1.952807,0.159485,-1.533299,,,,,,,,,,1.992460,0.067753,-1.427167
13719,114.325000,,,,1.952110,0.159553,-1.533421,,,,,,,,,,1.992459,0.067737,-1.427135
13720,114.333000,,,,1.951572,0.159704,-1.533854,,,,,,,,,,1.992476,0.067714,-1.427123
13721,114.342000,,,,1.951110,0.159695,-1.534427,,,,,,,,,,1.992457,0.067729,-1.427142
13722,114.350000,,,,1.950838,0.159719,-1.535107,,,,,,,,,,1.992466,0.067710,-1.427146
13723,114.358000,,,,1.950914,0.159798,-1.535755,,,,,,,,,,1.992475,0.067740,-1.427144
13724,114.367000,,,,1.951304,0.159741,-1.536333,,,,,,,,,,1.992483,0.067743,-1.427161
13725,114.375000,,,,1.951990,0.159558,-1.536825,,,,,,,,,,1.992479,0.067723,-1.427137
13726,114.383000,,,,1.952680,0.159461,-1.537019,,,,,,,,,,1.992462,0.067711,-1.427162
13727,114.392000,,,,1.953359,0.159485,-1.536763,,,,,,,,,,1.992471,0.067746,-1.427156
13728,114.400000,,,,1.954008,0.159520,-1.536185,,,,,,,,,,1.992455,0.067718,-1.427140
13729,114.408000,,,,1.954304,0.159482,-1.535505,,,,,,,,,,1.992473,0.067744,-1.427181
13730,114.417000,,,,1.954312,0.159456,-1.534844,,,,,,,,,,1.992466,0.067731,-1.427162
13731,114.425000,,,,1.954114,0.159483,-1.534227,,,,,,,,,,1.992476,0.067743,-1.427177
13732,114.433000,,,,1.953729,0.159504,-1.533647,,,,,,,,,,1.992474,0.067744,-1.427168
13733,114.442000,,,,1.953058,0.159493,-1.533327,,,,,,,,,,1.992471,0.067714,-1.427173
13734,114.450000,,,,1.952245,0.159520,-1.533363,,,,,,,,,,1.992461,0.067720,-1.427190
13735,114.458000,,,,1.951720,0.159669,-1.533790,,,,,,,,,,1.992475,0.067733,-1.427163
13736,114.467000,,,,1.951224,0.159686,-1.534250,,,,,,,,,,1.992466,0.067701,-1.427154
13737,114.475000,,,,1.950837,0.159684,-1.534956,,,,,,,,,,1.992467,0.067726,-1.427178
13738,114.483000,,,,1.950878,0.159782,-1.535591,,,,,,,,,,1.992486,0.067704,-1.427143
13739,114.492000,,,,1.951178,0.159765,-1.536186,,,,,,,,,,1.992461,0.067711,-1.427169
13740,114.500000,,,,1.951796,0.159587,-1.536679,,,,,,,,,,1.992476,0.067726,-1.427129
13741,114.508000,,,,1.952526,0.159466,-1.536978,,,,,,,,,,1.992473,0.067716,-1.427153
13742,114.517000,,,,1.953184,0.159456,-1.536860,,,,,,,,,,1.992454,0.067731,-1.427150
13743,114.525000,,,,1.953893,0.159539,-1.536303,,,,,,,,,,1.992465,0.067730,-1.427161
13744,114.533000,,,,1.954269,0.159484,-1.535648,,,,,,,,,,1.992461,0.067713,-1.427145
13745,114.542000,,,,1.954352,0.159463,-1.534988,,,,,,,,,,1.992468,0.067745,-1.427153
13746,114.550000,,,,1.954151,0.159477,-1.534379,,,,,,,,,,1.992464,0.067710,-1.427155
13747,114.558000,,,,1.953850,0.159526,-1.533742,,,,,,,,,,1.992452,0.067707,-1.427141
13748,114.567000,,,,1.953239,0.159445,-1.533390,,,,,,,,,,1.992456,0.067731,-1.427174
13749,114.575000,,,,1.952433,0.159499,-1.533321,,,,,,,,,,1.992456,0.067702,-1.427168
13750,114.583000,,,,1.951856,0.159642,-1.533655,,,,,,,,,,1.992478,0.067774,-1.427144
13751,114.592000,,,,1.951337,0.159696,-1.534090,,,,,,,,,,1.992463,0.067705,-1.427129
13752,114.600000,,,,1.950910,0.159691,-1.534778,,,,,,,,,,1.992468,0.067765,-1.427156
13753,114.608000,,,,1.950834,0.159762,-1.535434,,,,,,,,,,1.992462,0.067723,-1.427131
13754,114.617000,,,,1.951071,0.159786,-1.536048,,,,,,,,,,1.992469,0.067742,-1.427134
13755,114.625000,,,,1.951639,0.159646,-1.536605,,,,,,,,,,1.992456,0.067724,-1.427159
13756,114.633000,,,,1.952327,0.159479,-1.536949,,,,,,,,,,1.992459,0.067751,-1.427137
13757,114.642000,,,,1.952998,0.159471,-1.536909,,,,,,,,,,1.992455,0.067744,-1.427123
13758,114.650000,,,,1.953717,0.159523,-1.536459,,,,,,,,,,1.992463,0.067741,-1.427141
13759,114.658000,,,,1.954195,0.159490,-1.535813,,,,,,,,,,1.992467,0.067749,-1.427154
13760,114.667000,,,,1.954338,0.159465,-1.535146,,,,,,,,,,1.992469,0.067759,-1.427153
13761,114.675000,,,,1.954219,0.159472,-1.534517,,,,,,,,,,1.992452,0.067711,-1.427102
13762,114.683000,,,,1.953952,0.159550,-1.533838,,,,,,,,,,1.992461,0.067756,-1.427142
13763,114.692000,,,,1.953405,0.159441,-1.533470,,,,,,,,,,1.992459,0.067745,-1.427149
13764,114.700000,,,,1.952613,0.159469,-1.533277,,,,,,,,,,1.992476,0.067752,-1.427135
13765,114.708000,,,,1.951963,0.159592,-1.533519,,,,,,,,,,1.992447,0.067723,-1.427139
13766,114.717000,,,,1.951465,0.159713,-1.533973,,,,,,,,,,1.992460,0.067721,-1.427128
13767,114.725000,,,,1.951009,0.159691,-1.534582,,,,,,,,,,1.992440,0.067714,-1.427153
13768,114.733000,,,,1.950822,0.159732,-1.535266,,,,,,,,,,1.992462,0.067698,-1.427142
13769,114.742000,,,,1.950972,0.159800,-1.535894,,,,,,,,,,1.992472,0.067739,-1.427131
13770,114.750000,,,,1.951454,0.159697,-1.536468,,,,,,,,,,1.992464,0.067734,-1.427148
13771,114.758000,,,,1.952145,0.159469,-1.536860,,,,,,,,,,1.992452,0.067679,-1.427146
13772,114.767000,,,,1.952853,0.159443,-1.536973,,,,,,,,,,1.992446,0.067712,-1.427166
13773,114.775000,,,,1.953549,0.159492,-1.536624,,,,,,,,,,1.992468,0.067718,-1.427143
13774,114.783000,,,,1.954096,0.159484,-1.535996,,,,,,,,,,1.992459,0.067717,-1.427159
13775,114.792000,,,,1.954323,0.159449,-1.535296,,,,,,,,,,1.992458,0.067703,-1.427158
13776,114.800000,,,,1.954241,0.159438,-1.534694,,,,,,,,,,1.992461,0.067705,-1.427130
13777,114.808000,,,,1.954028,0.159496,-1.534029,,,,,,,,,,1.992452,0.067725,-1.427130
13778,114.817000,,,,1.953589,0.159461,-1.533534,,,,,,,,,,1.992468,0.067718,-1.427149
13779,114.825000,,,,1.952825,0.159427,-1.533309,,,,,,,,,,1.992451,0.067742,-1.427162
13780,114.833000,,,,1.952144,0.159560,-1.533433,,,,,,,,,,1.992466,0.067714,-1.427140
13781,114.842000,,,,1.951595,0.159643,-1.533840,,,,,,,,,,1.992470,0.067698,-1.427115
13782,114.850000,,,,1.951116,0.159700,-1.534401,,,,,,,,,,1.992475,0.067726,-1.427126
13783,114.858000,,,,1.950850,0.159702,-1.535101,,,,,,,,,,1.992462,0.067726,-1.427133
13784,114.867000,,,,1.950901,0.159798,-1.535740,,,,,,,,,,1.992463,0.067750,-1.427132
13785,114.875000,,,,1.951282,0.159743,-1.536302,,,,,,,,,,1.992441,0.067715,-1.427135
13786,114.883000,,,,1.951958,0.159556,-1.536798,,,,,,,,,,1.992454,0.067713,-1.427144
13787,114.892000,,,,1.952645,0.159466,-1.536994,,,,,,,,,,1.992447,0.067708,-1.427146
13788,114.900000,,,,1.953326,0.159469,-1.536779,,,,,,,,,,1.992444,0.067736,-1.427141
13789,114.908000,,,,1.953994,0.159519,-1.536171,,,,,,,,,,1.992449,0.067713,-1.427150
13790,114.917000,,,,1.954279,0.159479,-1.535500,,,,,,,,,,1.992436,0.067735,-1.427156
13791,114.925000,,,,1.954286,0.159445,-1.534854,,,,,,,,,,1.992436,0.067713,-1.427148
13792,114.933000,,,,1.954097,0.159503,-1.534216,,,,,,,,,,1.992454,0.067729,-1.427155
13793,114.942000,,,,1.953731,0.159498,-1.533650,,,,,,,,,,1.992449,0.067729,-1.427141
13794,114.950000,,,,1.953048,0.159456,-1.533347,,,,,,,,,,1.992462,0.067718,-1.427150
13795,114.958000,,,,1.952260,0.159536,-1.533364,,,,,,,,,,1.992441,0.067713,-1.427180
13796,114.967000,,,,1.951733,0.159680,-1.533732,,,,,,,,,,1.992457,0.067721,-1.427163
13797,114.975000,,,,1.951229,0.159694,-1.534218,,,,,,,,,,1.992447,0.067688,-1.427146
13798,114.983000,,,,1.950849,0.159712,-1.534940,,,,,,,,,,1.992453,0.067730,-1.427144
13799,114.992000,,,,1.950866,0.159772,-1.535562,,,,,,,,,,1.992454,0.067710,-1.427127
13800,115.000000,,,,1.951151,0.159777,-1.536157,,,,,,,,,,1.992445,0.067733,-1.427153
13801,115.008000,,,,1.951763,0.159600,-1.536690,,,,,,,,,,1.992455,0.067737,-1.427141
13802,115.017000,,,,1.952499,0.159482,-1.536976,,,,,,,,,,1.992449,0.067718,-1.427147
13803,115.025000,,,,1.953146,0.159468,-1.536868,,,,,,,,,,1.992435,0.067738,-1.427159
13804,115.033000,,,,1.953865,0.159533,-1.536347,,,,,,,,,,1.992454,0.067716,-1.427153
13805,115.042000,,,,1.954248,0.159457,-1.535673,,,,,,,,,,1.992453,0.067688,-1.427144
13806,115.050000,,,,1.954335,0.159469,-1.535022,,,,,,,,,,1.992454,0.067736,-1.427152
13807,115.058000,,,,1.954148,0.159440,-1.534375,,,,,,,,,,1.992447,0.067710,-1.427148
13808,115.067000,,,,1.953842,0.159527,-1.533748,,,,,,,,,,1.992473,0.067741,-1.427153
13809,115.075000,,,,1.953256,0.159439,-1.533405,,,,,,,,,,1.992459,0.067739,-1.427164
13810,115.083000,,,,1.952469,0.159518,-1.533310,,,,,,,,,,1.992468,0.067740,-1.427156
13811,115.092000,,,,1.951876,0.159614,-1.533646,,,,,,,,,,1.992474,0.067750,-1.427152
13812,115.100000,,,,1.951358,0.159695,-1.534089,,,,,,,,,,1.992470,0.067692,-1.427129
13813,115.108000,,,,1.950918,0.159680,-1.534778,,,,,,,,,,1.992453,0.067758,-1.427171
13814,115.117000,,,,1.950821,0.159738,-1.535423,,,,,,,,,,1.992465,0.067694,-1.427119
13815,115.125000,,,,1.951052,0.159799,-1.536044,,,,,,,,,,1.992461,0.067730,-1.427161
13816,115.133000,,,,1.951594,0.159619,-1.536556,,,,,,,,,,1.992457,0.067716,-1.427140
13817,115.142000,,,,1.952342,0.159491,-1.536953,,,,,,,,,,1.992447,0.067742,-1.427143
13818,115.150000,,,,1.952984,0.159462,-1.536937,,,,,,,,,,1.992444,0.067711,-1.427146
13819,115.158000,,,,1.953712,0.159540,-1.536478,,,,,,,,,,1.992442,0.067713,-1.427147
13820,115.167000,,,,1.954197,0.159491,-1.535815,,,,,,,,,,1.992460,0.067700,-1.427133
13821,115.175000,,,,1.954340,0.159468,-1.535169,,,,,,,,,,1.992460,0.067738,-1.427155
13822,115.183000,,,,1.954206,0.159459,-1.534526,,,,,,,,,,1.992450,0.067719,-1.427153
13823,115.192000,,,,1.953960,0.159543,-1.533890,,,,,,,,,,1.992453,0.067751,-1.427161
13824,115.200000,,,,1.953432,0.159455,-1.533479,,,,,,,,,,1.992460,0.067719,-1.427168
13825,115.208000,,,,1.952658,0.159503,-1.533310,,,,,,,,,,1.992471,0.067732,-1.427163
13826,115.217000,,,,1.951985,0.159593,-1.533501,,,,,,,,,,1.992455,0.067740,-1.427171
13827,115.225000,,,,1.951469,0.159709,-1.533971,,,,,,,,,,1.992472,0.067718,-1.427138
13828,115.233000,,,,1.950994,0.159681,-1.534581,,,,,,,,,,1.992447,0.067717,-1.427164
13829,115.242000,,,,1.950822,0.159717,-1.535265,,,,,,,,,,1.992451,0.067712,-1.427161
13830,115.250000,,,,1.950977,0.159799,-1.535899,,,,,,,,,,1.992470,0.067742,-1.427127
13831,115.258000,,,,1.951424,0.159685,-1.536436,,,,,,,,,,1.992453,0.067729,-1.427132
13832,115.267000,,,,1.952147,0.159507,-1.536877,,,,,,,,,,1.992446,0.067725,-1.427148
13833,115.275000,,,,1.952839,0.159459,-1.536978,,,,,,,,,,1.992446,0.067726,-1.427161
13834,115.283000,,,,1.953546,0.159503,-1.536638,,,,,,,,,,1.992443,0.067734,-1.427164
13835,115.292000,,,,1.954078,0.159502,-1.535990,,,,,,,,,,1.992458,0.067720,-1.427124
13836,115.300000,,,,1.954316,0.159485,-1.535324,,,,,,,,,,1.992458,0.067764,-1.427155
13837,115.308000,,,,1.954246,0.159449,-1.534669,,,,,,,,,,1.992448,0.067702,-1.427150
13838,115.317000,,,,1.954036,0.159536,-1.534067,,,,,,,,,,1.992460,0.067756,-1.427165
13839,115.325000,,,,1.953568,0.159461,-1.533564,,,,,,,,,,1.992451,0.067736,-1.427142
13840,115.333000,,,,1.952847,0.159490,-1.533311,,,,,,,,,,1.992461,0.067748,-1.427163
13841,115.342000,,,,1.952127,0.159583,-1.533436,,,,,,,,,,1.992471,0.067719,-1.427199
13842,115.350000,,,,1.951585,0.159686,-1.533850,,,,,,,,,,1.992473,0.067717,-1.427140
13843,115.358000,,,,1.951092,0.159691,-1.534456,,,,,,,,,,1.992475,0.067764,-1.427157
13844,115.367000,,,,1.950839,0.159727,-1.535151,,,,,,,,,,1.992447,0.067717,-1.427155
13845,115.375000,,,,1.950897,0.159805,-1.535763,,,,,,,,,,1.992470,0.067731,-1.427157
13846,115.383000,,,,1.951311,0.159746,-1.536339,,,,,,,,,,1.992460,0.067708,-1.427146
13847,115.392000,,,,1.951991,0.159539,-1.536836,,,,,,,,,,1.992455,0.067726,-1.427150
13848,115.400000,,,,1.952719,0.159447,-1.537018,,,,,,,,,,1.992472,0.067723,-1.427151
13849,115.408000,,,,1.953372,0.159485,-1.536765,,,,,,,,,,1.992460,0.067714,-1.427145
13850,115.417000,,,,1.954010,0.159526,-1.536152,,,,,,,,,,1.992456,0.067718,-1.427149
13851,115.425000,,,,1.954305,0.159481,-1.535477,,,,,,,,,,1.992479,0.067748,-1.427154
13852,115.433000,,,,1.954297,0.159439,-1.534833,,,,,,,,,,1.992471,0.067732,-1.427142
13853,115.442000,,,,1.954086,0.159479,-1.534220,,,,,,,,,,1.992451,0.067715,-1.427157
13854,115.450000,,,,1.953705,0.159503,-1.533673,,,,,,,,,,1.992463,0.067726,-1.427175
13855,115.458000,,,,1.953012,0.159479,-1.533336,,,,,,,,,,1.992458,0.067738,-1.427181
13856,115.467000,,,,1.952238,0.159543,-1.533385,,,,,,,,,,1.992471,0.067745,-1.427181
13857,115.475000,,,,1.951711,0.159659,-1.533762,,,,,,,,,,1.992454,0.067708,-1.427162
13858,115.483000,,,,1.951224,0.159701,-1.534298,,,,,,,,,,1.992474,0.067720,-1.427180
13859,115.492000,,,,1.950867,0.159723,-1.534999,,,,,,,,,,1.992461,0.067722,-1.427148
13860,115.500000,,,,1.950870,0.159763,-1.535618,,,,,,,,,,1.992474,0.067726,-1.427151
13861,115.508000,,,,1.951183,0.159771,-1.536205,,,,,,,,,,1.992460,0.067726,-1.427148
13862,115.517000,,,,1.951848,0.159585,-1.536734,,,,,,,,,,1.992455,0.067715,-1.427149
13863,115.525000,,,,1.952531,0.159479,-1.537006,,,,,,,,,,1.992455,0.067702,-1.427167
13864,115.533000,,,,1.953186,0.159456,-1.536849,,,,,,,,,,1.992461,0.067749,-1.427166
13865,115.542000,,,,1.953909,0.159515,-1.536293,,,,,,,,,,1.992445,0.067712,-1.427165
13866,115.550000,,,,1.954273,0.159500,-1.535656,,,,,,,,,,1.992442,0.067714,-1.427153
13867,115.558000,,,,1.954349,0.159435,-1.534987,,,,,,,,,,1.992453,0.067745,-1.427171
13868,115.567000,,,,1.954145,0.159462,-1.534366,,,,,,,,,,1.992455,0.067721,-1.427148
13869,115.575000,,,,1.953805,0.159514,-1.533752,,,,,,,,,,1.992440,0.067731,-1.427157
13870,115.583000,,,,1.953232,0.159446,-1.533414,,,,,,,,,,1.992472,0.067724,-1.427169
13871,115.592000,,,,1.952447,0.159545,-1.533344,,,,,,,,,,1.992458,0.067707,-1.427175
13872,115.600000,,,,1.951831,0.159614,-1.533667,,,,,,,,,,1.992475,0.067757,-1.427155
13873,115.608000,,,,1.951317,0.159691,-1.534119,,,,,,,,,,1.992474,0.067710,-1.427132
13874,115.617000,,,,1.950889,0.159700,-1.534813,,,,,,,,,,1.992472,0.067758,-1.427180
13875,115.625000,,,,1.950837,0.159756,-1.535462,,,,,,,,,,1.992460,0.067712,-1.427141
13876,115.633000,,,,1.951077,0.159789,-1.536086,,,,,,,,,,1.992454,0.067738,-1.427158
13877,115.642000,,,,1.951638,0.159619,-1.536602,,,,,,,,,,1.992457,0.067724,-1.427139
13878,115.650000,,,,1.952380,0.159457,-1.536954,,,,,,,,,,1.992455,0.067719,-1.427139
13879,115.658000,,,,1.953037,0.159445,-1.536907,,,,,,,,,,1.992463,0.067723,-1.427144
13880,115.667000,,,,1.953751,0.159532,-1.536446,,,,,,,,,,1.992448,0.067716,-1.427151
13881,115.675000,,,,1.954209,0.159477,-1.535797,,,,,,,,,,1.992466,0.067682,-1.427133
13882,115.683000,,,,1.954351,0.159451,-1.535115,,,,,,,,,,1.992469,0.067754,-1.427146
13883,115.692000,,,,1.954208,0.159448,-1.534493,,,,,,,,,,1.992456,0.067704,-1.427147
13884,115.700000,,,,1.953934,0.159512,-1.533851,,,,,,,,,,1.992453,0.067724,-1.427155
13885,115.708000,,,,1.953380,0.159436,-1.533456,,,,,,,,,,1.992458,0.067721,-1.427169
13886,115.717000,,,,1.952602,0.159488,-1.533303,,,,,,,,,,1.992478,0.067734,-1.427148
13887,115.725000,,,,1.951950,0.159585,-1.533533,,,,,,,,,,1.992451,0.067754,-1.427167
13888,115.733000,,,,1.951447,0.159706,-1.533984,,,,,,,,,,1.992480,0.067718,-1.427128
13889,115.742000,,,,1.950972,0.159688,-1.534636,,,,,,,,,,1.992486,0.067756,-1.427149
13890,115.750000,,,,1.950821,0.159717,-1.535308,,,,,,,,,,1.992472,0.067729,-1.427125
13891,115.758000,,,,1.951004,0.159803,-1.535944,,,,,,,,,,1.992461,0.067706,-1.427137
13892,115.767000,,,,1.951498,0.159667,-1.536460,,,,,,,,,,1.992460,0.067733,-1.427150
13893,115.775000,,,,1.952194,0.159489,-1.536891,,,,,,,,,,1.992454,0.067715,-1.427140
13894,115.783000,,,,1.952867,0.159456,-1.536977,,,,,,,,,,1.992459,0.067712,-1.427160
13895,115.792000,,,,1.953606,0.159505,-1.536570,,,,,,,,,,1.992466,0.067709,-1.427152
13896,115.800000,,,,1.954114,0.159484,-1.535947,,,,,,,,,,1.992462,0.067722,-1.427138
13897,115.808000,,,,1.954336,0.159459,-1.535267,,,,,,,,,,1.992451,0.067741,-1.427154
13898,115.817000,,,,1.954234,0.159448,-1.534629,,,,,,,,,,1.992460,0.067722,-1.427128
13899,115.825000,,,,1.954012,0.159526,-1.534006,,,,,,,,,,1.992457,0.067731,-1.427146
13900,115.833000,,,,1.953546,0.159443,-1.533512,,,,,,,,,,1.992477,0.067730,-1.427148
13901,115.842000,,,,1.952787,0.159476,-1.533276,,,,,,,,,,1.992446,0.067708,-1.427155
13902,115.850000,,,,1.952083,0.159549,-1.533443,,,,,,,,,,1.992477,0.067719,-1.427146
13903,115.858000,,,,1.951558,0.159655,-1.533862,,,,,,,,,,1.992481,0.067721,-1.427122
13904,115.867000,,,,1.951094,0.159665,-1.534454,,,,,,,,,,1.992468,0.067703,-1.427141
13905,115.875000,,,,1.950833,0.159694,-1.535143,,,,,,,,,,1.992482,0.067713,-1.427136
13906,115.883000,,,,1.950920,0.159771,-1.535760,,,,,,,,,,1.992474,0.067724,-1.427126
13907,115.892000,,,,1.951319,0.159708,-1.536337,,,,,,,,,,1.992458,0.067714,-1.427124
13908,115.900000,,,,1.952007,0.159508,-1.536813,,,,,,,,,,1.992452,0.067677,-1.427133
13909,115.908000,,,,1.952751,0.159435,-1.536984,,,,,,,,,,1.992455,0.067676,-1.427149
13910,115.917000,,,,1.953391,0.159461,-1.536711,,,,,,,,,,1.992461,0.067720,-1.427135
13911,115.925000,,,,1.954041,0.159493,-1.536107,,,,,,,,,,1.992473,0.067696,-1.427136
13912,115.933000,,,,1.954304,0.159452,-1.535441,,,,,,,,,,1.992450,0.067707,-1.427145
13913,115.942000,,,,1.954280,0.159419,-1.534788,,,,,,,,,,1.992451,0.067692,-1.427131
13914,115.950000,,,,1.954093,0.159471,-1.534150,,,,,,,,,,1.992467,0.067709,-1.427129
13915,115.958000,,,,1.953698,0.159488,-1.533600,,,,,,,,,,1.992468,0.067731,-1.427121
13916,115.967000,,,,1.952996,0.159478,-1.533317,,,,,,,,,,1.992462,0.067716,-1.427137
13917,115.975000,,,,1.952224,0.159530,-1.533364,,,,,,,,,,1.992453,0.067706,-1.427152
13918,115.983000,,,,1.951698,0.159655,-1.533769,,,,,,,,,,1.992451,0.067714,-1.427150
13919,115.992000,,,,1.951188,0.159671,-1.534282,,,,,,,,,,1.992453,0.067693,-1.427152
13920,116.000000,,,,1.950849,0.159680,-1.534974,,,,,,,,,,1.992469,0.067731,-1.427151
13921,116.008000,,,,1.950884,0.159766,-1.535623,,,,,,,,,,1.992457,0.067676,-1.427126
13922,116.017000,,,,1.951189,0.159723,-1.536180,,,,,,,,,,1.992451,0.067691,-1.427119
13923,116.025000,,,,1.951852,0.159558,-1.536713,,,,,,,,,,1.992475,0.067714,-1.427128
13924,116.033000,,,,1.952553,0.159489,-1.536979,,,,,,,,,,1.992472,0.067722,-1.427153
13925,116.042000,,,,1.953194,0.159440,-1.536829,,,,,,,,,,1.992459,0.067717,-1.427151
13926,116.050000,,,,1.953916,0.159504,-1.536283,,,,,,,,,,1.992460,0.067693,-1.427128
13927,116.058000,,,,1.954289,0.159469,-1.535598,,,,,,,,,,1.992454,0.067708,-1.427162
13928,116.067000,,,,1.954318,0.159437,-1.534953,,,,,,,,,,1.992446,0.067709,-1.427144
13929,116.075000,,,,1.954137,0.159448,-1.534333,,,,,,,,,,1.992461,0.067688,-1.427145
13930,116.083000,,,,1.953817,0.159507,-1.533702,,,,,,,,,,1.992456,0.067727,-1.427145
13931,116.092000,,,,1.953202,0.159434,-1.533373,,,,,,,,,,1.992454,0.067701,-1.427149
13932,116.100000,,,,1.952390,0.159525,-1.533320,,,,,,,,,,1.992463,0.067712,-1.427164
13933,116.108000,,,,1.951813,0.159610,-1.533655,,,,,,,,,,1.992465,0.067735,-1.427163
13934,116.117000,,,,1.951320,0.159675,-1.534113,,,,,,,,,,1.992473,0.067705,-1.427126
13935,116.125000,,,,1.950889,0.159681,-1.534817,,,,,,,,,,1.992476,0.067734,-1.427161
13936,116.133000,,,,1.950832,0.159742,-1.535456,,,,,,,,,,1.992476,0.067716,-1.427117
13937,116.142000,,,,1.951083,0.159778,-1.536077,,,,,,,,,,1.992455,0.067697,-1.427126
13938,116.150000,,,,1.951638,0.159593,-1.536592,,,,,,,,,,1.992468,0.067716,-1.427131
13939,116.158000,,,,1.952389,0.159482,-1.536962,,,,,,,,,,1.992456,0.067724,-1.427139
13940,116.167000,,,,1.953030,0.159458,-1.536905,,,,,,,,,,1.992469,0.067717,-1.427134
13941,116.175000,,,,1.953737,0.159488,-1.536425,,,,,,,,,,1.992450,0.067688,-1.427125
13942,116.183000,,,,1.954212,0.159483,-1.535787,,,,,,,,,,1.992454,0.067690,-1.427127
13943,116.192000,,,,1.954323,0.159418,-1.535114,,,,,,,,,,1.992470,0.067734,-1.427151
13944,116.200000,,,,1.954210,0.159430,-1.534473,,,,,,,,,,1.992467,0.067695,-1.427111
13945,116.208000,,,,1.953929,0.159509,-1.533822,,,,,,,,,,1.992466,0.067741,-1.427157
13946,116.217000,,,,1.953368,0.159428,-1.533434,,,,,,,,,,1.992458,0.067740,-1.427144
13947,116.225000,,,,1.952591,0.159481,-1.533271,,,,,,,,,,1.992467,0.067708,-1.427142
13948,116.233000,,,,1.951961,0.159584,-1.533530,,,,,,,,,,1.992461,0.067717,-1.427120
13949,116.242000,,,,1.951416,0.159699,-1.533978,,,,,,,,,,1.992452,0.067671,-1.427124
13950,116.250000,,,,1.950979,0.159688,-1.534605,,,,,,,,,,1.992458,0.067718,-1.427144
13951,116.258000,,,,1.950827,0.159712,-1.535295,,,,,,,,,,1.992449,0.067670,-1.427105
13952,116.267000,,,,1.950985,0.159778,-1.535901,,,,,,,,,,1.992468,0.067708,-1.427126
