Format Version,1.23,Take Name,Take 2025-12-17 06.57.16 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.57.16.807 PM,Capture Start Frame,10915629,Total Frames in Take,40845,Total Exported Frames,40845,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
11032,91.933000,-1.303390,0.214713,-0.278884,,,
11033,91.942000,-1.302258,0.214441,-0.275190,,,
11034,91.950000,-1.301159,0.214459,-0.271357,,,
11035,91.958000,-1.300006,0.214446,-0.267064,,,
11036,91.967000,-1.298931,0.214412,-0.263149,,,
11037,91.975000,-1.297869,0.214307,-0.259617,,,
11038,91.983000,-1.296656,0.214232,-0.255606,,,
11039,91.992000,-1.295653,0.214158,-0.251772,,,
11040,92.000000,-1.294485,0.214193,-0.247978,,,
11041,92.008000,-1.293074,0.214152,-0.244106,,,
11042,92.017000,-1.291680,0.214150,-0.240742,,,
11043,92.025000,-1.290456,0.214135,-0.236947,,,
11044,92.033000,-1.289140,0.214016,-0.233056,,,
11045,92.042000,-1.287696,0.214023,-0.229663,,,
11046,92.050000,-1.286394,0.213999,-0.225927,,,
11047,92.058000,-1.284848,0.213999,-0.222066,,,
11048,92.067000,-1.283294,0.213846,-0.218559,,,
11049,92.075000,-1.281611,0.213860,-0.214510,,,
11050,92.083000,-1.280051,0.213803,-0.210718,,,
11051,92.092000,-1.278561,0.213760,-0.207116,,,
11052,92.100000,-1.276568,0.213662,-0.204008,,,
11053,92.108000,-1.274764,0.213500,-0.200985,,,
11054,92.117000,-1.273157,0.213490,-0.197598,,,
11055,92.125000,-1.271466,0.213411,-0.193613,,,
11056,92.133000,-1.269658,0.213379,-0.190214,,,
11057,92.142000,-1.268044,0.213287,-0.187243,,,
11058,92.150000,-1.266279,0.213469,-0.183835,,,
11059,92.158000,-1.264497,0.213359,-0.180206,,,
11060,92.167000,-1.262468,0.213175,-0.176838,,,
11061,92.175000,-1.260311,0.212956,-0.173760,,,
11062,92.183000,-1.258525,0.213086,-0.170800,,,
11063,92.192000,-1.256766,0.213058,-0.167501,,,
11064,92.200000,-1.254537,0.213099,-0.164257,,,
11065,92.208000,-1.252453,0.212932,-0.161076,,,
11066,92.217000,-1.250528,0.212821,-0.157984,,,
11067,92.225000,-1.248610,0.212882,-0.154671,,,
11068,92.233000,-1.246551,0.212827,-0.151703,,,
11069,92.242000,-1.244286,0.212846,-0.148651,,,
11070,92.250000,-1.242138,0.212743,-0.145499,,,
11071,92.258000,-1.240125,0.212641,-0.142629,,,
11072,92.267000,-1.237822,0.212692,-0.139677,,,
11073,92.275000,-1.235485,0.212766,-0.136750,,,
11074,92.283000,-1.233423,0.212731,-0.133584,,,
11075,92.292000,-1.231005,0.212585,-0.130732,,,
11076,92.300000,-1.228702,0.212542,-0.127902,,,
11077,92.308000,-1.226456,0.212459,-0.125091,,,
11078,92.317000,-1.224030,0.212431,-0.122330,,,
11079,92.325000,-1.221794,0.212444,-0.119306,,,
11080,92.333000,-1.219491,0.212369,-0.116480,,,
11081,92.342000,-1.216900,0.212237,-0.113921,,,
11082,92.350000,-1.214610,0.212233,-0.111322,,,
11083,92.358000,-1.212574,0.212204,-0.108521,,,
11084,92.367000,-1.209508,0.212305,-0.105883,,,
11085,92.375000,-1.205780,0.212424,-0.103074,,,
11086,92.383000,-1.203295,0.212584,-0.100344,,,
11087,92.392000,-1.201443,0.212454,-0.097446,,,
11088,92.400000,-1.198440,0.212176,-0.094758,,,
11089,92.408000,-1.194993,0.212083,-0.092284,,,
11090,92.417000,-1.192435,0.212159,-0.089362,,,
11091,92.425000,-1.189793,0.211954,-0.086326,,,
11092,92.433000,-1.186687,0.211800,-0.084255,,,
11093,92.442000,-1.183789,0.211837,-0.082424,,,
11094,92.450000,-1.180773,0.211743,-0.079334,,,
11095,92.458000,-1.177875,0.211740,-0.076202,,,
11096,92.467000,-1.175043,0.211813,-0.073511,,,
11097,92.475000,-1.171720,0.211670,-0.071071,,,
11098,92.483000,-1.168392,0.211755,-0.068377,,,
11099,92.492000,-1.165329,0.211841,-0.065359,,,
11100,92.500000,-1.162123,0.211653,-0.062758,,,
11101,92.508000,-1.158895,0.211600,-0.060504,,,
11102,92.517000,-1.155586,0.211742,-0.057931,,,
11103,92.525000,-1.152341,0.211619,-0.055350,,,
11104,92.533000,-1.148877,0.211545,-0.052996,,,
11105,92.542000,-1.145527,0.211585,-0.050395,,,
11106,92.550000,-1.142210,0.211480,-0.047906,,,
11107,92.558000,-1.138894,0.211257,-0.045803,,,
11108,92.567000,-1.135241,0.211323,-0.043392,,,
11109,92.575000,-1.131659,0.211304,-0.040660,,,
11110,92.583000,-1.128165,0.211210,-0.038540,,,
11111,92.592000,-1.124467,0.211203,-0.036620,,,
11112,92.600000,-1.120621,0.211134,-0.034084,,,
11113,92.608000,-1.117080,0.210910,-0.031578,,,
11114,92.617000,-1.113482,0.210833,-0.029518,,,
11115,92.625000,-1.109647,0.210834,-0.027301,,,
11116,92.633000,-1.105652,0.210735,-0.024929,,,
11117,92.642000,-1.102126,0.210592,-0.022521,,,
11118,92.650000,-1.098361,0.210478,-0.020470,,,
11119,92.658000,-1.094556,0.210419,-0.018511,,,
11120,92.667000,-1.090280,0.210502,-0.016457,,,
11121,92.675000,-1.086046,0.210783,-0.014204,,,
11122,92.683000,-1.082373,0.210810,-0.011832,,,
11123,92.692000,-1.078382,0.210694,-0.009995,,,
11124,92.700000,-1.074784,0.210478,-0.008217,,,
11125,92.708000,-1.071215,0.210454,-0.006122,,,
11126,92.717000,-1.066876,0.210552,-0.003872,,,
11127,92.725000,-1.063191,0.210699,-0.001723,,,
11128,92.733000,-1.059263,0.210814,0.001108,,,
11129,92.742000,-1.055180,0.211047,0.003765,,,
11130,92.750000,-1.051875,0.211106,0.005689,,,
11131,92.758000,-1.048168,0.211028,0.007870,,,
11132,92.767000,-1.043864,0.211110,0.010510,,,
11133,92.775000,-1.040316,0.211159,0.012577,,,
11134,92.783000,-1.036476,0.211121,0.014523,,,
11135,92.792000,-1.032701,0.211131,0.016863,,,
11136,92.800000,-1.028888,0.211115,0.018899,,,
11137,92.808000,-1.024858,0.211156,0.021054,,,
11138,92.817000,-1.021055,0.211161,0.023205,,,
11139,92.825000,-1.017301,0.211155,0.025275,,,
11140,92.833000,-1.013349,0.210980,0.027388,,,
11141,92.842000,-1.009632,0.210883,0.029244,,,
11142,92.850000,-1.005881,0.210875,0.031234,,,
11143,92.858000,-1.001932,0.210911,0.033480,,,
11144,92.867000,-0.998052,0.210762,0.035592,,,
11145,92.875000,-0.994306,0.210760,0.037511,,,
11146,92.883000,-0.991037,0.210849,0.039807,,,
11147,92.892000,-0.987132,0.210874,0.041863,,,
11148,92.900000,-0.983482,0.210856,0.043949,,,
11149,92.908000,-0.980200,0.210809,0.046164,,,
11150,92.917000,-0.976425,0.210740,0.048225,,,
11151,92.925000,-0.972746,0.210797,0.050001,,,
11152,92.933000,-0.969329,0.210662,0.052056,,,
11153,92.942000,-0.965514,0.210744,0.054340,,,
11154,92.950000,-0.962183,0.210719,0.056381,,,
11155,92.958000,-0.958547,0.210651,0.058537,,,
11156,92.967000,-0.954900,0.210610,0.060733,,,
11157,92.975000,-0.951558,0.210711,0.062744,,,
11158,92.983000,-0.947831,0.210744,0.064736,,,
11159,92.992000,-0.944307,0.210643,0.066654,,,
11160,93.000000,-0.941201,0.210532,0.068627,,,
11161,93.008000,-0.937697,0.210483,0.070917,,,
11162,93.017000,-0.934286,0.210514,0.073078,,,
11163,93.025000,-0.930849,0.210435,0.075050,,,
11164,93.033000,-0.927174,0.210445,0.077233,,,
11165,93.042000,-0.923898,0.210374,0.079511,,,
11166,93.050000,-0.920462,0.210194,0.081441,,,
11167,93.058000,-0.917034,0.210128,0.083508,,,
11168,93.067000,-0.913441,0.210186,0.085838,,,
11169,93.075000,-0.909650,0.210270,0.087965,,,
11170,93.083000,-0.906031,0.210185,0.090104,,,
11171,93.092000,-0.902429,0.210110,0.092496,,,
11172,93.100000,-0.898878,0.210064,0.094665,,,
11173,93.108000,-0.895470,0.210078,0.096667,,,
11174,93.117000,-0.891778,0.210044,0.099123,,,
11175,93.125000,-0.887926,0.210218,0.101469,,,
11176,93.133000,-0.884386,0.210110,0.103701,,,
11177,93.142000,-0.880847,0.209973,0.106050,,,
11178,93.150000,-0.877125,0.209724,0.108434,,,
11179,93.158000,-0.873258,0.209803,0.110342,,,
11180,93.167000,-0.869764,0.210029,0.112987,,,
11181,93.175000,-0.866021,0.210206,0.115850,,,
11182,93.183000,-0.862265,0.210061,0.118225,,,
11183,93.192000,-0.858787,0.210005,0.120604,,,
11184,93.200000,-0.855059,0.210110,0.123188,,,
11185,93.208000,-0.851489,0.210034,0.125459,,,
11186,93.217000,-0.847627,0.210091,0.127829,,,
11187,93.225000,-0.843596,0.210218,0.130535,,,
11188,93.233000,-0.840078,0.210196,0.132743,,,
11189,93.242000,-0.836588,0.209892,0.134791,,,
11190,93.250000,-0.832635,0.209902,0.137363,,,
11191,93.258000,-0.829023,0.210004,0.139883,,,
11192,93.267000,-0.825441,0.210038,0.142199,,,
11193,93.275000,-0.821642,0.210267,0.144466,,,
11194,93.283000,-0.818093,0.210193,0.146975,,,
11195,93.292000,-0.814308,0.210048,0.149616,,,
11196,93.300000,-0.810542,0.210097,0.151928,,,
11197,93.308000,-0.806990,0.210149,0.154379,,,
11198,93.317000,-0.803478,0.210034,0.157079,,,
11199,93.325000,-0.799891,0.209972,0.159533,,,
11200,93.333000,-0.796323,0.209937,0.161972,,,
11201,93.342000,-0.792232,0.209799,0.164417,,,
11202,93.350000,-0.788043,0.209910,0.166826,,,
11203,93.358000,-0.784014,0.210134,0.169502,,,
11204,93.367000,-0.780203,0.210119,0.172037,,,
11205,93.375000,-0.776689,0.209907,0.174707,,,
11206,93.383000,-0.773508,0.209678,0.177503,,,
11207,93.392000,-0.769820,0.209508,0.179717,,,
11208,93.400000,-0.765413,0.209837,0.181700,,,
11209,93.408000,-0.761437,0.210095,0.184566,,,
11210,93.417000,-0.757798,0.210009,0.187284,,,
11211,93.425000,-0.754221,0.209818,0.189355,,,
11212,93.433000,-0.750493,0.209550,0.191326,,,
11213,93.442000,-0.746371,0.209729,0.193768,,,
11214,93.450000,-0.742290,0.209992,0.196150,,,
11215,93.458000,-0.738461,0.210066,0.198264,,,
11216,93.467000,-0.734819,0.209824,0.200361,,,
11217,93.475000,-0.731036,0.209603,0.202304,,,
11218,93.483000,-0.727105,0.209820,0.204478,,,
11219,93.492000,-0.723189,0.210018,0.206780,,,
11220,93.500000,-0.719688,0.209909,0.208435,,,
11221,93.508000,-0.716078,0.209737,0.209950,,,
11222,93.517000,-0.712276,0.209761,0.211999,,,
11223,93.525000,-0.708610,0.209832,0.214066,,,
11224,93.533000,-0.705129,0.209885,0.215739,,,
11225,93.542000,-0.701178,0.209950,0.217040,,,
11226,93.550000,-0.698031,0.209880,0.218777,,,
11227,93.558000,-0.694520,0.209957,0.220220,,,
11228,93.567000,-0.690713,0.209801,0.221446,,,
11229,93.575000,-0.686792,0.209719,0.222981,,,
11230,93.583000,-0.682977,0.209706,0.224346,,,
11231,93.592000,-0.679955,0.209743,0.225540,,,
11232,93.600000,-0.677298,0.209710,0.227026,,,
11233,93.608000,-0.673571,0.209738,0.228416,,,
11234,93.617000,-0.669709,0.209782,0.229599,,,
11235,93.625000,-0.666271,0.209777,0.230623,,,
11236,93.633000,-0.662882,0.209591,0.231652,,,
11237,93.642000,-0.659442,0.209627,0.232672,,,
11238,93.650000,-0.655722,0.209740,0.234079,,,
11239,93.658000,-0.651396,0.209759,0.235644,,,
11240,93.667000,-0.647666,0.209629,0.235929,,,
11241,93.675000,-0.644939,0.209653,0.236058,,,
11242,93.683000,-0.641424,0.209631,0.237334,,,
11243,93.692000,-0.637588,0.209552,0.238793,,,
11244,93.700000,-0.633878,0.209524,0.239039,,,
11245,93.708000,-0.630054,0.209539,0.239381,,,
11246,93.717000,-0.626562,0.209474,0.240329,,,
11247,93.725000,-0.623251,0.209537,0.241008,,,
11248,93.733000,-0.619334,0.209488,0.241678,,,
11249,93.742000,-0.615797,0.209515,0.242284,,,
11250,93.750000,-0.612261,0.209325,0.242603,,,
11251,93.758000,-0.608405,0.209363,0.243106,,,
11252,93.767000,-0.605114,0.209403,0.243990,,,
11253,93.775000,-0.601334,0.209381,0.244210,,,
11254,93.783000,-0.597371,0.209451,0.244222,,,
11255,93.792000,-0.593686,0.209284,0.244980,,,
11256,93.800000,-0.589916,0.209346,0.245156,,,
11257,93.808000,-0.585993,0.209343,0.245127,,,
11258,93.817000,-0.582193,0.209329,0.245679,,,
11259,93.825000,-0.578492,0.209302,0.246048,,,
11260,93.833000,-0.574791,0.209139,0.245914,,,
11261,93.842000,-0.571288,0.209130,0.245733,,,
11262,93.850000,-0.567585,0.209142,0.246232,,,
11263,93.858000,-0.563661,0.209137,0.246361,,,
11264,93.867000,-0.559857,0.209116,0.245877,,,
11265,93.875000,-0.555981,0.208948,0.246045,,,
11266,93.883000,-0.552111,0.208891,0.246213,,,
11267,93.892000,-0.548264,0.208878,0.245950,,,
11268,93.900000,-0.544355,0.208760,0.245941,,,
11269,93.908000,-0.540764,0.208463,0.246388,,,
11270,93.917000,-0.537349,0.207961,0.246346,,,
11271,93.925000,-0.533171,0.208214,0.245234,,,
11272,93.933000,-0.528647,0.208737,0.245181,,,
11273,93.942000,-0.524209,0.208752,0.245530,,,
11274,93.950000,-0.520340,0.208571,0.245012,,,
11275,93.958000,-0.517194,0.208114,0.244720,,,
11276,93.967000,-0.513126,0.208091,0.244212,,,
11277,93.975000,-0.508463,0.208380,0.243503,,,
11278,93.983000,-0.504312,0.208527,0.243697,,,
11279,93.992000,-0.500247,0.208296,0.243454,,,
11280,94.000000,-0.496622,0.207923,0.242729,,,
11281,94.008000,-0.493060,0.207732,0.242373,,,
11282,94.017000,-0.489077,0.207745,0.241535,,,
11283,94.025000,-0.484846,0.207950,0.240671,,,
11284,94.033000,-0.480768,0.207867,0.240223,,,
11285,94.042000,-0.476852,0.207713,0.239580,,,
11286,94.050000,-0.473298,0.207600,0.238573,,,
11287,94.058000,-0.469234,0.207660,0.238106,,,
11288,94.067000,-0.465029,0.207695,0.237531,,,
11289,94.075000,-0.461509,0.207846,0.236486,,,
11290,94.083000,-0.457898,0.207630,0.235476,,,
11291,94.092000,-0.453817,0.207447,0.234923,,,
11292,94.100000,-0.450231,0.207559,0.234106,,,
11293,94.108000,-0.446602,0.207559,0.232829,,,
11294,94.117000,-0.442444,0.207611,0.231695,,,
11295,94.125000,-0.438641,0.207507,0.230756,,,
11296,94.133000,-0.435094,0.207414,0.229633,,,
11297,94.142000,-0.431207,0.207363,0.228472,,,
11298,94.150000,-0.427238,0.207365,0.227302,,,
11299,94.158000,-0.423362,0.207318,0.226104,,,
11300,94.167000,-0.420309,0.207173,0.224563,,,
11301,94.175000,-0.417560,0.207071,0.223064,,,
11302,94.183000,-0.413691,0.207088,0.221607,,,
11303,94.192000,-0.409443,0.207009,0.220467,,,
11304,94.200000,-0.406659,0.206966,0.219000,,,
11305,94.208000,-0.403707,0.206760,0.217332,,,
11306,94.217000,-0.399803,0.206680,0.215931,,,
11307,94.225000,-0.396143,0.206806,0.214573,,,
11308,94.233000,-0.392570,0.206731,0.212821,,,
11309,94.242000,-0.388936,0.206696,0.211187,,,
11310,94.250000,-0.385448,0.206697,0.209881,,,
11311,94.258000,-0.381777,0.206585,0.207976,,,
11312,94.267000,-0.377800,0.206640,0.206288,,,
11313,94.275000,-0.373546,0.206761,0.205050,,,
11314,94.283000,-0.369039,0.206759,0.203467,,,
11315,94.292000,-0.366250,0.206741,0.201483,,,
11316,94.300000,-0.364142,0.206610,0.199294,,,
11317,94.308000,-0.360027,0.206491,0.196758,,,
11318,94.317000,-0.355789,0.206524,0.195174,,,
11319,94.325000,-0.352489,0.206318,0.193652,,,
11320,94.333000,-0.349670,0.206284,0.191057,,,
11321,94.342000,-0.346592,0.206238,0.189056,,,
11322,94.350000,-0.343063,0.206166,0.187073,,,
11323,94.358000,-0.339841,0.205960,0.184331,,,
11324,94.367000,-0.337153,0.205800,0.181638,,,
11325,94.375000,-0.334107,0.205809,0.179317,,,
11326,94.383000,-0.330555,0.205884,0.177412,,,
11327,94.392000,-0.327581,0.205955,0.175309,,,
11328,94.400000,-0.324469,0.205791,0.172800,,,
11329,94.408000,-0.320952,0.205693,0.170282,,,
11330,94.417000,-0.317532,0.205627,0.167894,,,
11331,94.425000,-0.314468,0.205718,0.164622,,,
11332,94.433000,-0.311117,0.206096,0.160657,,,
11333,94.442000,-0.307463,0.206286,0.157494,,,
11334,94.450000,-0.304163,0.206055,0.155551,,,
11335,94.458000,-0.301339,0.205640,0.153114,,,
11336,94.467000,-0.298319,0.205476,0.150311,,,
11337,94.475000,-0.294308,0.205722,0.147457,,,
11338,94.483000,-0.290502,0.205931,0.144510,,,
11339,94.492000,-0.287420,0.205999,0.141968,,,
11340,94.500000,-0.283938,0.205609,0.139573,,,
11341,94.508000,-0.280532,0.205152,0.137709,,,
11342,94.517000,-0.277371,0.204948,0.136224,,,
11343,94.525000,-0.273908,0.205265,0.133992,,,
11344,94.533000,-0.270051,0.205773,0.130202,,,
11345,94.542000,-0.266589,0.206049,0.126775,,,
11346,94.550000,-0.263454,0.205658,0.123873,,,
11347,94.558000,-0.260056,0.205311,0.120630,,,
11348,94.567000,-0.256737,0.205055,0.117852,,,
11349,94.575000,-0.253308,0.205380,0.115177,,,
11350,94.583000,-0.249479,0.205648,0.111900,,,
11351,94.592000,-0.245901,0.205753,0.109424,,,
11352,94.600000,-0.242739,0.205353,0.106650,,,
11353,94.608000,-0.239413,0.204965,0.103283,,,
11354,94.617000,-0.235937,0.204987,0.100501,,,
11355,94.625000,-0.232297,0.205264,0.097668,,,
11356,94.633000,-0.228825,0.205452,0.094740,,,
11357,94.642000,-0.225744,0.205255,0.092023,,,
11358,94.650000,-0.222570,0.204938,0.089153,,,
11359,94.658000,-0.219387,0.204571,0.086046,,,
11360,94.667000,-0.216192,0.204363,0.082818,,,
11361,94.675000,-0.212958,0.204156,0.079482,,,
11362,94.683000,-0.210229,0.203624,0.076747,,,
11363,94.692000,-0.207882,0.202755,0.073595,,,
11364,94.700000,-0.204929,0.202779,0.070071,,,
11365,94.708000,-0.200595,0.203619,0.067352,,,
11366,94.717000,-0.196284,0.204218,0.065366,,,
11367,94.725000,-0.192876,0.204618,0.063458,,,
11368,94.733000,-0.189409,0.204678,0.061699,,,
11369,94.742000,-0.186303,0.204119,0.060242,,,
11370,94.750000,-0.183366,0.203950,0.056883,,,
11371,94.758000,-0.179957,0.204217,0.052585,,,
11372,94.767000,-0.176603,0.204423,0.050525,,,
11373,94.775000,-0.173661,0.204222,0.049112,,,
11374,94.783000,-0.170411,0.204071,0.046283,,,
11375,94.792000,-0.166850,0.203945,0.043298,,,
11376,94.800000,-0.163311,0.204032,0.041002,,,
11377,94.808000,-0.160188,0.204123,0.038524,,,
11378,94.817000,-0.156869,0.204205,0.035996,,,
11379,94.825000,-0.153165,0.204148,0.033356,,,
11380,94.833000,-0.149689,0.204079,0.031005,,,
11381,94.842000,-0.146725,0.204038,0.028953,,,
11382,94.850000,-0.143017,0.204166,0.026016,,,
11383,94.858000,-0.138839,0.204403,0.023244,,,
11384,94.867000,-0.135074,0.204505,0.021376,,,
11385,94.875000,-0.131216,0.204501,0.018808,,,
11386,94.883000,-0.127952,0.204429,0.016088,,,
11387,94.892000,-0.125310,0.204336,0.013467,,,
11388,94.900000,-0.121996,0.204157,0.010814,,,
11389,94.908000,-0.118424,0.204205,0.008390,,,
11390,94.917000,-0.114795,0.204244,0.005976,,,
11391,94.925000,-0.110771,0.204336,0.003185,,,
11392,94.933000,-0.107140,0.204352,0.000568,,,
11393,94.942000,-0.103752,0.204255,-0.001838,,,
11394,94.950000,-0.100405,0.203968,-0.004613,,,
11395,94.958000,-0.097462,0.203755,-0.007288,,,
11396,94.967000,-0.094503,0.203442,-0.010184,,,
11397,94.975000,-0.090980,0.203315,-0.012987,,,
11398,94.983000,-0.087550,0.203206,-0.015493,,,
11399,94.992000,-0.083955,0.203390,-0.018126,,,
11400,95.000000,-0.079335,0.204028,-0.020413,,,
11401,95.008000,-0.073853,0.204591,-0.022618,,,
11402,95.017000,-0.069054,0.204926,-0.024986,,,
11403,95.025000,-0.065925,0.204688,-0.026866,,,
11404,95.033000,-0.063191,0.204278,-0.029441,,,
11405,95.042000,-0.060061,0.203881,-0.032765,,,
11406,95.050000,-0.056500,0.203987,-0.034790,,,
11407,95.058000,-0.051906,0.204319,-0.037445,,,
11408,95.067000,-0.047767,0.204407,-0.040589,,,
11409,95.075000,-0.044374,0.204444,-0.042622,,,
11410,95.083000,-0.040465,0.204184,-0.045063,,,
11411,95.092000,-0.036713,0.204147,-0.047907,,,
11412,95.100000,-0.033598,0.204043,-0.050478,,,
11413,95.108000,-0.029692,0.204110,-0.052454,,,
11414,95.117000,-0.025936,0.204028,-0.054757,,,
11415,95.125000,-0.022499,0.203789,-0.057153,,,
11416,95.133000,-0.018992,0.203292,-0.058578,,,
11417,95.142000,-0.015464,0.202886,-0.059593,,,
11418,95.150000,-0.011915,0.203194,-0.063157,,,
11419,95.158000,-0.007858,0.204282,-0.068027,,,
11420,95.167000,-0.004283,0.204821,-0.070489,,,
11421,95.175000,-0.000721,0.204501,-0.072450,,,
11422,95.183000,0.003138,0.203886,-0.074861,,,
11423,95.192000,0.005322,0.203104,-0.077154,,,
11424,95.200000,0.008051,0.203306,-0.079983,,,
11425,95.208000,0.012953,0.204445,-0.083023,,,
11426,95.217000,0.017250,0.204718,-0.084964,,,
11427,95.225000,0.020149,0.204301,-0.086717,,,
11428,95.233000,0.023065,0.203744,-0.089254,,,
11429,95.242000,0.026094,0.203445,-0.091352,,,
11430,95.250000,0.029708,0.203916,-0.093892,,,
11431,95.258000,0.034085,0.204330,-0.097151,,,
11432,95.267000,0.037564,0.204460,-0.099265,,,
11433,95.275000,0.040971,0.204061,-0.101746,,,
11434,95.283000,0.044487,0.203788,-0.104032,,,
11435,95.292000,0.047563,0.203798,-0.106268,,,
11436,95.300000,0.051738,0.204126,-0.109233,,,
11437,95.308000,0.055731,0.204324,-0.111405,,,
11438,95.317000,0.058940,0.204241,-0.113348,,,
11439,95.325000,0.062273,0.203985,-0.116128,,,
11440,95.333000,0.065986,0.203971,-0.118459,,,
11441,95.342000,0.069672,0.204066,-0.120618,,,
11442,95.350000,0.073495,0.204261,-0.123203,,,
11443,95.358000,0.076654,0.204126,-0.125769,,,
11444,95.367000,0.080149,0.203994,-0.128207,,,
11445,95.375000,0.083741,0.203796,-0.130820,,,
11446,95.383000,0.087016,0.203611,-0.133217,,,
11447,95.392000,0.090220,0.203404,-0.135894,,,
11448,95.400000,0.093891,0.203336,-0.138379,,,
11449,95.408000,0.097782,0.203413,-0.140322,,,
11450,95.417000,0.101635,0.203486,-0.143058,,,
11451,95.425000,0.104868,0.203517,-0.145838,,,
11452,95.433000,0.108492,0.203380,-0.147943,,,
11453,95.442000,0.112410,0.203318,-0.150460,,,
11454,95.450000,0.115721,0.203255,-0.153003,,,
11455,95.458000,0.119155,0.203230,-0.155401,,,
11456,95.467000,0.123340,0.203311,-0.158276,,,
11457,95.475000,0.127060,0.203327,-0.160744,,,
11458,95.483000,0.130764,0.203216,-0.163249,,,
11459,95.492000,0.134754,0.202986,-0.165965,,,
11460,95.500000,0.138688,0.203218,-0.168281,,,
11461,95.508000,0.142735,0.203050,-0.170693,,,
11462,95.517000,0.147041,0.203041,-0.173151,,,
11463,95.525000,0.150443,0.203025,-0.175773,,,
11464,95.533000,0.154160,0.203138,-0.179039,,,
11465,95.542000,0.158359,0.203320,-0.181791,,,
11466,95.550000,0.162478,0.203266,-0.184012,,,
11467,95.558000,0.166219,0.203241,-0.186757,,,
11468,95.567000,0.169839,0.202998,-0.189529,,,
11469,95.575000,0.173918,0.203105,-0.191799,,,
11470,95.583000,0.178566,0.203204,-0.194490,,,
11471,95.592000,0.182605,0.203263,-0.196766,,,
11472,95.600000,0.186294,0.203034,-0.198808,,,
11473,95.608000,0.190514,0.202947,-0.201498,,,
11474,95.617000,0.194751,0.203033,-0.203751,,,
11475,95.625000,0.199367,0.203091,-0.205798,,,
11476,95.633000,0.203645,0.203099,-0.208197,,,
11477,95.642000,0.207402,0.202957,-0.210386,,,
11478,95.650000,0.211975,0.203025,-0.212638,,,
11479,95.658000,0.216786,0.203082,-0.214780,,,
11480,95.667000,0.220986,0.203135,-0.216857,,,
11481,95.675000,0.225039,0.203103,-0.219029,,,
11482,95.683000,0.229566,0.203215,-0.220798,,,
11483,95.692000,0.234018,0.203136,-0.222779,,,
11484,95.700000,0.238597,0.203075,-0.225267,,,
11485,95.708000,0.243047,0.203219,-0.227215,,,
11486,95.717000,0.246657,0.203100,-0.227747,,,
11487,95.725000,0.251323,0.203057,-0.229776,,,
11488,95.733000,0.256284,0.203224,-0.232603,,,
11489,95.742000,0.260498,0.203116,-0.233878,,,
11490,95.750000,0.264980,0.202987,-0.234897,,,
11491,95.758000,0.269196,0.202854,-0.236856,,,
11492,95.767000,0.273492,0.202994,-0.238584,,,
11493,95.775000,0.278697,0.202932,-0.240064,,,
11494,95.783000,0.283423,0.203018,-0.241282,,,
11495,95.792000,0.287254,0.202977,-0.242464,,,
11496,95.800000,0.292016,0.202939,-0.244124,,,
11497,95.808000,0.296698,0.202901,-0.245453,,,
11498,95.817000,0.300912,0.202819,-0.246228,,,
11499,95.825000,0.305767,0.202948,-0.247728,,,
11500,95.833000,0.310291,0.203001,-0.249216,,,
11501,95.842000,0.314512,0.202993,-0.249885,,,
11502,95.850000,0.319334,0.202923,-0.250843,,,
11503,95.858000,0.323696,0.202836,-0.251909,,,
11504,95.867000,0.327950,0.202834,-0.252764,,,
11505,95.875000,0.332665,0.202744,-0.253472,,,
11506,95.883000,0.337033,0.202772,-0.254534,,,
11507,95.892000,0.341236,0.202702,-0.255326,,,
11508,95.900000,0.345949,0.202603,-0.255658,,,
11509,95.908000,0.350385,0.202566,-0.255934,,,
11510,95.917000,0.354657,0.202381,-0.256686,,,
11511,95.925000,0.359422,0.202458,-0.257854,,,
11512,95.933000,0.364172,0.202578,-0.258541,,,
11513,95.942000,0.368645,0.202578,-0.258790,,,
11514,95.950000,0.372954,0.202154,-0.259315,,,
11515,95.958000,0.377059,0.202111,-0.260162,,,
11516,95.967000,0.381760,0.202516,-0.260011,,,
11517,95.975000,0.387452,0.202797,-0.259770,,,
11518,95.983000,0.391898,0.202775,-0.260075,,,
11519,95.992000,0.395472,0.202403,-0.260385,,,
11520,96.000000,0.400315,0.202251,-0.260530,,,
11521,96.008000,0.405123,0.202380,-0.260706,,,
11522,96.017000,0.409689,0.202725,-0.260509,,,
11523,96.025000,0.414507,0.202636,-0.260067,,,
11524,96.033000,0.418710,0.202309,-0.260167,,,
11525,96.042000,0.422968,0.202118,-0.260316,,,
11526,96.050000,0.427766,0.202042,-0.260046,,,
11527,96.058000,0.432655,0.202353,-0.260019,,,
11528,96.067000,0.437455,0.202357,-0.259924,,,
11529,96.075000,0.442161,0.202093,-0.259657,,,
