Format Version,1.23,Take Name,Take 2025-12-17 06.57.16 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.57.16.807 PM,Capture Start Frame,10915629,Total Frames in Take,40845,Total Exported Frames,40845,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E7CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0","1E8CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
35906,299.217000,,,,0.008473,0.207534,-1.003231
35907,299.225000,,,,0.008425,0.207510,-1.003154
35908,299.233000,,,,0.008426,0.207499,-1.003154
35909,299.242000,,,,0.008471,0.207508,-1.003200
35910,299.250000,,,,0.008459,0.207526,-1.003202
35911,299.258000,,,,0.008474,0.207544,-1.003235
35912,299.267000,,,,0.008472,0.207546,-1.003205
35913,299.275000,,,,0.008433,0.207534,-1.003210
35914,299.283000,,,,0.008454,0.207540,-1.003217
35915,299.292000,,,,0.008396,0.207496,-1.003123
35916,299.300000,,,,0.008411,0.207491,-1.003191
35917,299.308000,,,,0.008464,0.207516,-1.003216
35918,299.317000,,,,0.008446,0.207525,-1.003239
35919,299.325000,,,,0.008484,0.207532,-1.003280
35920,299.333000,,,,0.008471,0.207529,-1.003239
35921,299.342000,,,,0.008459,0.207537,-1.003231
35922,299.350000,,,,0.008459,0.207530,-1.003182
35923,299.358000,,,,0.008415,0.207508,-1.003145
35924,299.367000,,,,0.008469,0.207513,-1.003210
35925,299.375000,,,,0.008481,0.207548,-1.003220
35926,299.383000,,,,0.008478,0.207539,-1.003231
35927,299.392000,,,,0.008482,0.207532,-1.003219
35928,299.400000,,,,0.008466,0.207529,-1.003216
35929,299.408000,,,,0.008448,0.207528,-1.003194
35930,299.417000,,,,0.008416,0.207489,-1.003144
35931,299.425000,,,,0.008413,0.207486,-1.003175
35932,299.433000,,,,0.008459,0.207514,-1.003223
35933,299.442000,,,,0.008464,0.207516,-1.003226
35934,299.450000,,,,0.008487,0.207520,-1.003291
35935,299.458000,,,,0.008477,0.207533,-1.003230
35936,299.467000,,,,0.008480,0.207538,-1.003229
35937,299.475000,,,,0.008460,0.207517,-1.003190
35938,299.483000,,,,0.008413,0.207496,-1.003126
35939,299.492000,,,,0.008464,0.207505,-1.003209
35940,299.500000,,,,0.008469,0.207517,-1.003193
35941,299.508000,,,,0.008458,0.207533,-1.003237
35942,299.517000,,,,0.008497,0.207534,-1.003244
35943,299.525000,,,,0.008454,0.207522,-1.003217
35944,299.533000,,,,0.008463,0.207521,-1.003228
35945,299.542000,,,,0.008421,0.207493,-1.003149
35946,299.550000,,,,0.008412,0.207484,-1.003169
35947,299.558000,,,,0.008444,0.207506,-1.003224
35948,299.567000,,,,0.008448,0.207514,-1.003226
35949,299.575000,,,,0.008478,0.207513,-1.003276
35950,299.583000,,,,0.008493,0.207529,-1.003253
35951,299.592000,,,,0.008463,0.207537,-1.003231
35952,299.600000,,,,0.008473,0.207545,-1.003199
35953,299.608000,,,,0.008429,0.207498,-1.003121
35954,299.617000,,,,0.008448,0.207483,-1.003182
35955,299.625000,,,,0.008484,0.207509,-1.003197
35956,299.633000,,,,0.008463,0.207538,-1.003217
35957,299.642000,,,,0.008485,0.207544,-1.003244
35958,299.650000,,,,0.008467,0.207536,-1.003198
35959,299.658000,,,,0.008440,0.207536,-1.003205
35960,299.667000,,,,0.008436,0.207504,-1.003145
35961,299.675000,,,,0.008407,0.207493,-1.003183
35962,299.683000,,,,0.008418,0.207502,-1.003204
35963,299.692000,,,,0.008441,0.207517,-1.003205
35964,299.700000,,,,0.008472,0.207532,-1.003269
35965,299.708000,,,,0.008478,0.207543,-1.003266
35966,299.717000,,,,0.008470,0.207530,-1.003214
35967,299.725000,,,,0.008469,0.207546,-1.003238
35968,299.733000,,,,0.008428,0.207504,-1.003163
35969,299.742000,,,,0.008448,0.207497,-1.003181
35970,299.750000,,,,0.008471,0.207494,-1.003198
35971,299.758000,,,,0.008451,0.207519,-1.003210
35972,299.767000,,,,0.008504,0.207545,-1.003239
35973,299.775000,,,,0.008471,0.207534,-1.003193
35974,299.783000,,,,0.008446,0.207529,-1.003212
35975,299.792000,,,,0.008455,0.207512,-1.003190
35976,299.800000,,,,0.008403,0.207491,-1.003166
35977,299.808000,,,,0.008420,0.207501,-1.003215
35978,299.817000,,,,0.008451,0.207522,-1.003212
35979,299.825000,,,,0.008447,0.207529,-1.003254
35980,299.833000,,,,0.008490,0.207525,-1.003273
35981,299.842000,,,,0.008476,0.207525,-1.003217
35982,299.850000,,,,0.008466,0.207531,-1.003215
35983,299.858000,,,,0.008455,0.207514,-1.003165
35984,299.867000,,,,0.008425,0.207500,-1.003153
35985,299.875000,,,,0.008476,0.207510,-1.003210
35986,299.883000,,,,0.008470,0.207528,-1.003226
35987,299.892000,,,,0.008468,0.207539,-1.003237
35988,299.900000,,,,0.008477,0.207543,-1.003201
35989,299.908000,,,,0.008448,0.207530,-1.003220
35990,299.917000,,,,0.008431,0.207518,-1.003181
35991,299.925000,,,,0.008403,0.207481,-1.003157
35992,299.933000,,,,0.008403,0.207495,-1.003199
35993,299.942000,,,,0.008433,0.207521,-1.003217
35994,299.950000,,,,0.008468,0.207536,-1.003258
35995,299.958000,,,,0.008467,0.207540,-1.003287
35996,299.967000,,,,0.008465,0.207518,-1.003212
35997,299.975000,,,,0.008474,0.207522,-1.003233
35998,299.983000,,,,0.008450,0.207530,-1.003187
35999,299.992000,,,,0.008424,0.207506,-1.003122
36000,300.000000,,,,0.008470,0.207489,-1.003198
36001,300.008000,,,,0.008463,0.207537,-1.003220
36002,300.017000,,,,0.008484,0.207525,-1.003223
36003,300.025000,,,,0.008491,0.207548,-1.003240
36004,300.033000,,,,0.008456,0.207533,-1.003202
36005,300.042000,,,,0.008465,0.207519,-1.003204
36006,300.050000,,,,0.008419,0.207495,-1.003134
36007,300.058000,,,,0.008405,0.207498,-1.003163
36008,300.067000,,,,0.008455,0.207527,-1.003226
36009,300.075000,,,,0.008465,0.207519,-1.003224
36010,300.083000,,,,0.008481,0.207530,-1.003267
36011,300.092000,,,,0.008483,0.207528,-1.003224
36012,300.100000,,,,0.008470,0.207540,-1.003231
36013,300.108000,,,,0.008462,0.207530,-1.003183
36014,300.117000,,,,0.008407,0.207503,-1.003129
36015,300.125000,,,,0.008456,0.207500,-1.003202
36016,300.133000,,,,0.008476,0.207522,-1.003221
36017,300.142000,,,,0.008467,0.207541,-1.003222
36018,300.150000,,,,0.008494,0.207535,-1.003225
36019,300.158000,,,,0.008458,0.207529,-1.003227
36020,300.167000,,,,0.008433,0.207525,-1.003204
36021,300.175000,,,,0.008410,0.207495,-1.003142
36022,300.183000,,,,0.008401,0.207497,-1.003172
36023,300.192000,,,,0.008433,0.207503,-1.003221
36024,300.200000,,,,0.008456,0.207519,-1.003224
36025,300.208000,,,,0.008476,0.207530,-1.003270
36026,300.217000,,,,0.008488,0.207524,-1.003258
36027,300.225000,,,,0.008463,0.207546,-1.003210
36028,300.233000,,,,0.008465,0.207533,-1.003188
36029,300.242000,,,,0.008422,0.207524,-1.003142
36030,300.250000,,,,0.008438,0.207502,-1.003182
36031,300.258000,,,,0.008468,0.207524,-1.003206
36032,300.267000,,,,0.008459,0.207530,-1.003208
36033,300.275000,,,,0.008481,0.207550,-1.003240
36034,300.283000,,,,0.008461,0.207540,-1.003200
36035,300.292000,,,,0.008436,0.207535,-1.003209
36036,300.300000,,,,0.008422,0.207503,-1.003137
36037,300.308000,,,,0.008409,0.207489,-1.003151
36038,300.317000,,,,0.008427,0.207494,-1.003217
36039,300.325000,,,,0.008448,0.207508,-1.003192
36040,300.333000,,,,0.008479,0.207527,-1.003266
36041,300.342000,,,,0.008480,0.207518,-1.003262
36042,300.350000,,,,0.008470,0.207528,-1.003208
36043,300.358000,,,,0.008472,0.207537,-1.003206
36044,300.367000,,,,0.008429,0.207505,-1.003146
36045,300.375000,,,,0.008439,0.207510,-1.003176
36046,300.383000,,,,0.008463,0.207507,-1.003205
36047,300.392000,,,,0.008457,0.207531,-1.003204
36048,300.400000,,,,0.008489,0.207530,-1.003246
36049,300.408000,,,,0.008473,0.207539,-1.003195
36050,300.417000,,,,0.008461,0.207525,-1.003205
36051,300.425000,,,,0.008428,0.207512,-1.003170
36052,300.433000,,,,0.008400,0.207486,-1.003163
36053,300.442000,,,,0.008430,0.207492,-1.003197
36054,300.450000,,,,0.008457,0.207503,-1.003199
36055,300.458000,,,,0.008469,0.207510,-1.003251
36056,300.467000,,,,0.008479,0.207524,-1.003275
36057,300.475000,,,,0.008462,0.207530,-1.003211
36058,300.483000,,,,0.008473,0.207539,-1.003218
36059,300.492000,,,,0.008436,0.207510,-1.003156
36060,300.500000,,,,0.008440,0.207492,-1.003146
36061,300.508000,,,,0.008464,0.207513,-1.003203
36062,300.517000,,,,0.008460,0.207531,-1.003210
36063,300.525000,,,,0.008484,0.207527,-1.003244
36064,300.533000,,,,0.008469,0.207512,-1.003187
36065,300.542000,,,,0.008447,0.207533,-1.003201
36066,300.550000,,,,0.008440,0.207513,-1.003197
36067,300.558000,,,,0.008404,0.207493,-1.003148
36068,300.567000,,,,0.008415,0.207504,-1.003206
36069,300.575000,,,,0.008444,0.207509,-1.003195
36070,300.583000,,,,0.008452,0.207512,-1.003240
36071,300.592000,,,,0.008484,0.207526,-1.003277
36072,300.600000,,,,0.008452,0.207533,-1.003201
36073,300.608000,,,,0.008468,0.207536,-1.003224
36074,300.617000,,,,0.008449,0.207516,-1.003164
36075,300.625000,,,,0.008399,0.207501,-1.003131
36076,300.633000,,,,0.008459,0.207515,-1.003199
36077,300.642000,,,,0.008475,0.207524,-1.003204
36078,300.650000,,,,0.008473,0.207547,-1.003244
36079,300.658000,,,,0.008474,0.207548,-1.003205
36080,300.667000,,,,0.008455,0.207537,-1.003198
36081,300.675000,,,,0.008430,0.207526,-1.003211
36082,300.683000,,,,0.008421,0.207506,-1.003124
36083,300.692000,,,,0.008406,0.207498,-1.003178
36084,300.700000,,,,0.008435,0.207505,-1.003209
36085,300.708000,,,,0.008469,0.207530,-1.003232
36086,300.717000,,,,0.008475,0.207534,-1.003267
36087,300.725000,,,,0.008462,0.207542,-1.003236
36088,300.733000,,,,0.008465,0.207546,-1.003217
36089,300.742000,,,,0.008460,0.207541,-1.003190
36090,300.750000,,,,0.008413,0.207518,-1.003141
36091,300.758000,,,,0.008455,0.207512,-1.003197
36092,300.767000,,,,0.008472,0.207518,-1.003206
36093,300.775000,,,,0.008451,0.207531,-1.003224
36094,300.783000,,,,0.008485,0.207528,-1.003200
36095,300.792000,,,,0.008440,0.207530,-1.003218
36096,300.800000,,,,0.008445,0.207536,-1.003232
36097,300.808000,,,,0.008409,0.207493,-1.003126
36098,300.817000,,,,0.008400,0.207481,-1.003176
36099,300.825000,,,,0.008428,0.207501,-1.003222
36100,300.833000,,,,0.008457,0.207512,-1.003204
36101,300.842000,,,,0.008465,0.207521,-1.003265
36102,300.850000,,,,0.008467,0.207540,-1.003243
36103,300.858000,,,,0.008468,0.207528,-1.003234
36104,300.867000,,,,0.008468,0.207531,-1.003200
36105,300.875000,,,,0.008413,0.207502,-1.003141
36106,300.883000,,,,0.008450,0.207481,-1.003188
36107,300.892000,,,,0.008465,0.207511,-1.003209
36108,300.900000,,,,0.008454,0.207526,-1.003212
36109,300.908000,,,,0.008478,0.207536,-1.003243
36110,300.917000,,,,0.008446,0.207531,-1.003201
36111,300.925000,,,,0.008443,0.207519,-1.003219
36112,300.933000,,,,0.008422,0.207489,-1.003146
36113,300.942000,,,,0.008391,0.207474,-1.003153
36114,300.950000,,,,0.008434,0.207494,-1.003217
36115,300.958000,,,,0.008456,0.207506,-1.003211
36116,300.967000,,,,0.008465,0.207540,-1.003248
36117,300.975000,,,,0.008495,0.207533,-1.003272
36118,300.983000,,,,0.008467,0.207537,-1.003224
36119,300.992000,,,,0.008466,0.207541,-1.003210
36120,301.000000,,,,0.008423,0.207506,-1.003159
36121,301.008000,,,,0.008430,0.207499,-1.003178
36122,301.017000,,,,0.008465,0.207519,-1.003196
36123,301.025000,,,,0.008451,0.207542,-1.003209
36124,301.033000,,,,0.008482,0.207531,-1.003251
36125,301.042000,,,,0.008472,0.207514,-1.003199
36126,301.050000,,,,0.008433,0.207518,-1.003219
36127,301.058000,,,,0.008432,0.207508,-1.003172
36128,301.067000,,,,0.008402,0.207487,-1.003152
36129,301.075000,,,,0.008420,0.207494,-1.003220
36130,301.083000,,,,0.008448,0.207506,-1.003194
36131,301.092000,,,,0.008457,0.207508,-1.003260
36132,301.100000,,,,0.008491,0.207518,-1.003271
36133,301.108000,,,,0.008463,0.207524,-1.003224
36134,301.117000,,,,0.008472,0.207533,-1.003229
36135,301.125000,,,,0.008438,0.207487,-1.003151
36136,301.133000,,,,0.008424,0.207474,-1.003171
36137,301.142000,,,,0.008455,0.207492,-1.003214
36138,301.150000,,,,0.008473,0.207504,-1.003189
36139,301.158000,,,,0.008482,0.207512,-1.003255
36140,301.167000,,,,0.008472,0.207512,-1.003193
36141,301.175000,,,,0.008442,0.207495,-1.003205
36142,301.183000,,,,0.008431,0.207503,-1.003204
36143,301.192000,,,,0.008404,0.207477,-1.003146
36144,301.200000,,,,0.008413,0.207481,-1.003206
36145,301.208000,,,,0.008444,0.207506,-1.003207
36146,301.217000,,,,0.008458,0.207499,-1.003230
36147,301.225000,,,,0.008488,0.207504,-1.003275
36148,301.233000,,,,0.008486,0.207520,-1.003215
36149,301.242000,,,,0.008474,0.207524,-1.003206
36150,301.250000,,,,0.008460,0.207507,-1.003180
36151,301.258000,,,,0.008423,0.207494,-1.003135
36152,301.267000,,,,0.008470,0.207506,-1.003202
36153,301.275000,,,,0.008465,0.207526,-1.003228
36154,301.283000,,,,0.008474,0.207543,-1.003249
36155,301.292000,,,,0.008478,0.207538,-1.003214
36156,301.300000,,,,0.008460,0.207524,-1.003222
36157,301.308000,,,,0.008434,0.207527,-1.003211
36158,301.317000,,,,0.008414,0.207503,-1.003173
36159,301.325000,,,,0.008400,0.207508,-1.003207
36160,301.333000,,,,0.008441,0.207524,-1.003237
36161,301.342000,,,,0.008462,0.207540,-1.003255
36162,301.350000,,,,0.008480,0.207538,-1.003291
36163,301.358000,,,,0.008481,0.207551,-1.003239
36164,301.367000,,,,0.008494,0.207551,-1.003247
36165,301.375000,,,,0.008459,0.207529,-1.003191
36166,301.383000,,,,0.008432,0.207500,-1.003143
36167,301.392000,,,,0.008466,0.207496,-1.003213
36168,301.400000,,,,0.008451,0.207502,-1.003218
36169,301.408000,,,,0.008465,0.207519,-1.003240
36170,301.417000,,,,0.008424,0.207494,-1.003144
36171,301.425000,,,,0.008524,0.207416,-1.003014
36172,301.433000,,,,0.009410,0.207440,-1.002951
36173,301.442000,,,,0.010513,0.207447,-1.002688
36174,301.450000,,,,0.011469,0.207499,-1.002534
36175,301.458000,,,,0.012901,0.207420,-1.002497
36176,301.467000,,,,0.014584,0.207372,-1.002262
36177,301.475000,,,,0.016353,0.207409,-1.002092
36178,301.483000,,,,0.018466,0.207424,-1.001906
36179,301.492000,,,,0.020678,0.207357,-1.001539
36180,301.500000,,,,0.023211,0.207263,-1.001263
36181,301.508000,,,,0.025966,0.207245,-1.000750
36182,301.517000,,,,0.028976,0.207289,-1.000167
36183,301.525000,,,,0.032124,0.207097,-0.999973
36184,301.533000,,,,0.035432,0.207050,-0.999648
36185,301.542000,,,,0.038858,0.206829,-0.998893
36186,301.550000,,,,0.042479,0.206705,-0.998354
36187,301.558000,,,,0.046577,0.206639,-0.998054
36188,301.567000,,,,0.051169,0.206743,-0.997400
36189,301.575000,,,,0.055739,0.206837,-0.996043
36190,301.583000,,,,0.060595,0.207051,-0.995241
36191,301.592000,,,,0.065608,0.207024,-0.994962
36192,301.600000,,,,0.070363,0.206838,-0.994040
36193,301.608000,,,,0.075452,0.206631,-0.993214
36194,301.617000,,,,0.081140,0.206762,-0.993173
36195,301.625000,,,,0.087350,0.207199,-0.992773
36196,301.633000,,,,0.093066,0.207277,-0.991384
36197,301.642000,,,,0.098737,0.206924,-0.990648
36198,301.650000,,,,0.103912,0.206576,-0.990581
36199,301.658000,,,,0.109262,0.206406,-0.989873
36200,301.667000,,,,0.116208,0.206649,-0.988844
36201,301.675000,,,,0.122453,0.206862,-0.987751
36202,301.683000,,,,0.128311,0.206710,-0.986717
36203,301.692000,,,,0.134476,0.206354,-0.986106
36204,301.700000,,,,0.140268,0.206100,-0.985111
36205,301.708000,,,,0.146827,0.206167,-0.984003
36206,301.717000,,,,0.153938,0.206295,-0.983419
36207,301.725000,,,,0.160065,0.206270,-0.982803
36208,301.733000,,,,0.166754,0.206055,-0.981635
36209,301.742000,,,,0.173175,0.205856,-0.980351
36210,301.750000,,,,0.179349,0.205903,-0.979383
36211,301.758000,,,,0.186816,0.205945,-0.978434
36212,301.767000,,,,0.193599,0.205954,-0.977291
36213,301.775000,,,,0.199842,0.205794,-0.976102
36214,301.783000,,,,0.207248,0.205589,-0.975388
36215,301.792000,,,,0.214079,0.205534,-0.974417
36216,301.800000,,,,0.219961,0.205707,-0.972581
36217,301.808000,,,,0.227098,0.205651,-0.971158
36218,301.817000,,,,0.235154,0.205430,-0.970996
36219,301.825000,,,,0.241142,0.205062,-0.970386
36220,301.833000,,,,0.247077,0.204739,-0.969063
36221,301.842000,,,,0.255187,0.204900,-0.968464
36222,301.850000,,,,0.262782,0.204985,-0.967801
36223,301.858000,,,,0.269129,0.204822,-0.966478
36224,301.867000,,,,0.276105,0.204670,-0.965558
36225,301.875000,,,,0.283110,0.204459,-0.964705
36226,301.883000,,,,0.290044,0.204362,-0.963483
36227,301.892000,,,,0.297844,0.204308,-0.962435
36228,301.900000,,,,0.305292,0.204376,-0.961599
36229,301.908000,,,,0.312471,0.204093,-0.960774
36230,301.917000,,,,0.319721,0.203837,-0.959921
36231,301.925000,,,,0.326813,0.203758,-0.958642
36232,301.933000,,,,0.334283,0.203776,-0.957483
36233,301.942000,,,,0.341832,0.203836,-0.956478
36234,301.950000,,,,0.349345,0.203833,-0.955132
36235,301.958000,,,,0.356872,0.203600,-0.953989
36236,301.967000,,,,0.364280,0.203823,-0.953109
36237,301.975000,,,,0.372268,0.204293,-0.951409
36238,301.983000,,,,0.379993,0.204321,-0.949851
36239,301.992000,,,,0.386997,0.204069,-0.949180
36240,302.000000,,,,0.394474,0.203927,-0.948460
36241,302.008000,,,,0.402508,0.204120,-0.947445
36242,302.017000,,,,0.409808,0.204391,-0.945807
36243,302.025000,,,,0.417632,0.204359,-0.944871
36244,302.033000,,,,0.425486,0.204036,-0.944423
36245,302.042000,,,,0.432483,0.203772,-0.943177
36246,302.050000,,,,0.440207,0.203608,-0.941917
36247,302.058000,,,,0.448010,0.203639,-0.941386
36248,302.067000,,,,0.455776,0.203754,-0.940338
36249,302.075000,,,,0.463679,0.203685,-0.938633
36250,302.083000,,,,0.470735,0.203470,-0.937615
36251,302.092000,,,,0.478017,0.203098,-0.937163
36252,302.100000,,,,0.486218,0.203061,-0.935766
36253,302.108000,,,,0.494030,0.203113,-0.934205
36254,302.117000,,,,0.501549,0.203044,-0.933371
36255,302.125000,,,,0.509598,0.202892,-0.932383
36256,302.133000,,,,0.517478,0.202662,-0.931171
36257,302.142000,,,,0.524699,0.202741,-0.930054
36258,302.150000,,,,0.531635,0.202669,-0.928252
36259,302.158000,,,,0.540473,0.202628,-0.927427
36260,302.167000,,,,0.548812,0.202703,-0.927163
36261,302.175000,,,,0.555095,0.202445,-0.925706
36262,302.183000,,,,0.563173,0.202137,-0.924137
36263,302.192000,,,,0.571429,0.202260,-0.923564
36264,302.200000,,,,0.578547,0.202303,-0.922620
36265,302.208000,,,,0.586958,0.202390,-0.920830
36266,302.217000,,,,0.594752,0.202415,-0.919362
36267,302.225000,,,,0.601534,0.202259,-0.918285
36268,302.233000,,,,0.609893,0.202302,-0.917074
36269,302.242000,,,,0.617737,0.202323,-0.915720
36270,302.250000,,,,0.624953,0.202278,-0.914410
36271,302.258000,,,,0.633347,0.202009,-0.913400
36272,302.267000,,,,0.641242,0.201794,-0.912174
36273,302.275000,,,,0.648695,0.201619,-0.911031
36274,302.283000,,,,0.656848,0.201427,-0.910434
36275,302.292000,,,,0.664594,0.201438,-0.909212
36276,302.300000,,,,0.672547,0.201610,-0.907131
36277,302.308000,,,,0.680677,0.201609,-0.905403
36278,302.317000,,,,0.688014,0.201324,-0.904923
36279,302.325000,,,,0.695655,0.201172,-0.903983
36280,302.333000,,,,0.704269,0.201125,-0.903032
36281,302.342000,,,,0.712018,0.201479,-0.902217
36282,302.350000,,,,0.719562,0.201397,-0.900658
36283,302.358000,,,,0.728005,0.201010,-0.899744
36284,302.367000,,,,0.735139,0.200752,-0.899304
36285,302.375000,,,,0.742475,0.200756,-0.897854
36286,302.383000,,,,0.751281,0.200918,-0.896436
36287,302.392000,,,,0.758936,0.201025,-0.895330
36288,302.400000,,,,0.766191,0.200890,-0.893597
36289,302.408000,,,,0.774351,0.200493,-0.892312
36290,302.417000,,,,0.781558,0.200330,-0.891725
36291,302.425000,,,,0.789319,0.200262,-0.890545
36292,302.433000,,,,0.797796,0.200386,-0.888865
36293,302.442000,,,,0.804931,0.200223,-0.887363
36294,302.450000,,,,0.812430,0.200054,-0.886195
36295,302.458000,,,,0.820364,0.200117,-0.884556
36296,302.467000,,,,0.826663,0.200409,-0.882499
36297,302.475000,,,,0.833383,0.200356,-0.880773
36298,302.483000,,,,0.841947,0.200081,-0.880577
36299,302.492000,,,,0.849465,0.199738,-0.880331
36300,302.500000,,,,0.856240,0.199310,-0.878443
36301,302.508000,,,,0.864772,0.199376,-0.875979
36302,302.517000,,,,0.872547,0.199625,-0.874154
36303,302.525000,,,,0.879484,0.199773,-0.872781
36304,302.533000,,,,0.887950,0.199562,-0.870994
36305,302.542000,,,,0.895391,0.199235,-0.869237
36306,302.550000,,,,0.902131,0.199010,-0.867660
36307,302.558000,,,,0.910360,0.199113,-0.865853
36308,302.567000,,,,0.918231,0.199250,-0.863827
36309,302.575000,,,,0.925897,0.199068,-0.862007
36310,302.583000,,,,0.933763,0.198661,-0.860145
36311,302.592000,,,,0.940798,0.198419,-0.858411
36312,302.600000,,,,0.948081,0.198266,-0.856633
36313,302.608000,,,,0.956277,0.198526,-0.854364
36314,302.617000,,,,0.963795,0.198962,-0.851880
36315,302.625000,,,,0.971371,0.199520,-0.848226
36316,302.633000,,,,0.979937,0.199595,-0.844534
36317,302.642000,,,,0.987387,0.199309,-0.843010
36318,302.650000,,,,0.993762,0.199192,-0.841656
36319,302.658000,,,,1.000829,0.199004,-0.838663
36320,302.667000,,,,1.008508,0.199241,-0.835307
36321,302.675000,,,,1.016766,0.199795,-0.832685
36322,302.683000,,,,1.025040,0.200021,-0.830264
36323,302.692000,,,,1.031981,0.199882,-0.827693
36324,302.700000,,,,1.038445,0.199291,-0.824812
36325,302.708000,,,,1.046078,0.198991,-0.822453
36326,302.717000,,,,1.053863,0.199149,-0.819936
36327,302.725000,,,,1.061232,0.199499,-0.816700
36328,302.733000,,,,1.068139,0.199598,-0.813507
36329,302.742000,,,,1.075053,0.199318,-0.810885
36330,302.750000,,,,1.082392,0.198975,-0.807862
36331,302.758000,,,,1.089859,0.198933,-0.804617
36332,302.767000,,,,1.096945,0.199244,-0.801469
36333,302.775000,,,,1.103625,0.199317,-0.797837
36334,302.783000,,,,1.110594,0.199304,-0.794429
36335,302.792000,,,,1.117747,0.198993,-0.791617
36336,302.800000,,,,1.124940,0.198836,-0.788442
36337,302.808000,,,,1.131135,0.199010,-0.784603
36338,302.817000,,,,1.136707,0.199208,-0.780425
36339,302.825000,,,,1.144839,0.199394,-0.776745
36340,302.833000,,,,1.153071,0.199458,-0.773733
36341,302.842000,,,,1.159301,0.199471,-0.770183
36342,302.850000,,,,1.164863,0.198964,-0.765756
36343,302.858000,,,,1.171440,0.198877,-0.761735
36344,302.867000,,,,1.179064,0.199236,-0.757753
36345,302.875000,,,,1.186174,0.199528,-0.753064
36346,302.883000,,,,1.192572,0.199345,-0.748553
36347,302.892000,,,,1.198353,0.199151,-0.744792
36348,302.900000,,,,1.205075,0.198993,-0.740437
36349,302.908000,,,,1.212386,0.199102,-0.735660
36350,302.917000,,,,1.219167,0.199228,-0.731369
36351,302.925000,,,,1.225648,0.198943,-0.727474
36352,302.933000,,,,1.232061,0.198571,-0.723417
36353,302.942000,,,,1.238500,0.198406,-0.718842
36354,302.950000,,,,1.244541,0.198402,-0.713809
36355,302.958000,,,,1.250503,0.198643,-0.709149
36356,302.967000,,,,1.257305,0.199249,-0.704379
36357,302.975000,,,,1.263612,0.199744,-0.698391
36358,302.983000,,,,1.269516,0.199337,-0.693011
36359,302.992000,,,,1.275656,0.198974,-0.689260
36360,303.000000,,,,1.281389,0.198572,-0.685226
36361,303.008000,,,,1.287157,0.198671,-0.679771
36362,303.017000,,,,1.293759,0.198946,-0.674335
36363,303.025000,,,,1.299940,0.199080,-0.668854
36364,303.033000,,,,1.305498,0.198575,-0.664266
36365,303.042000,,,,1.311158,0.198386,-0.659848
36366,303.050000,,,,1.316909,0.198276,-0.654578
36367,303.058000,,,,1.322782,0.198290,-0.648665
36368,303.067000,,,,1.328724,0.198313,-0.643239
36369,303.075000,,,,1.334115,0.198063,-0.638329
36370,303.083000,,,,1.339767,0.197894,-0.632650
36371,303.092000,,,,1.345744,0.197913,-0.626803
36372,303.100000,,,,1.351032,0.198298,-0.620803
36373,303.108000,,,,1.355837,0.198441,-0.614929
36374,303.117000,,,,1.361240,0.198285,-0.609316
36375,303.125000,,,,1.366976,0.198022,-0.603856
36376,303.133000,,,,1.372897,0.197941,-0.598032
36377,303.142000,,,,1.378236,0.198083,-0.591659
36378,303.150000,,,,1.383411,0.197972,-0.585868
36379,303.158000,,,,1.389339,0.197890,-0.580643
36380,303.167000,,,,1.394393,0.197804,-0.574763
36381,303.175000,,,,1.398998,0.197729,-0.568199
36382,303.183000,,,,1.404281,0.197874,-0.561602
36383,303.192000,,,,1.409589,0.197773,-0.555973
36384,303.200000,,,,1.414645,0.197655,-0.549696
36385,303.208000,,,,1.419506,0.197655,-0.543197
36386,303.217000,,,,1.424050,0.197550,-0.537315
36387,303.225000,,,,1.428674,0.197350,-0.530842
36388,303.233000,,,,1.433832,0.197165,-0.524284
36389,303.242000,,,,1.438510,0.197139,-0.518566
36390,303.250000,,,,1.443028,0.197216,-0.511894
36391,303.258000,,,,1.447839,0.197083,-0.504798
36392,303.267000,,,,1.452168,0.197011,-0.498815
36393,303.275000,,,,1.456432,0.196970,-0.492181
36394,303.283000,,,,1.460868,0.196815,-0.485274
36395,303.292000,,,,1.464991,0.196670,-0.478979
36396,303.300000,,,,1.469747,0.196729,-0.471843
36397,303.308000,,,,1.473584,0.196666,-0.464896
36398,303.317000,,,,1.477277,0.196625,-0.458595
36399,303.325000,,,,1.481328,0.196709,-0.451558
36400,303.333000,,,,1.484506,0.196668,-0.444826
36401,303.342000,,,,1.488168,0.196720,-0.438248
36402,303.350000,,,,1.492666,0.196565,-0.431508
36403,303.358000,,,,1.496110,0.196367,-0.424661
36404,303.367000,,,,1.499445,0.196198,-0.417240
36405,303.375000,,,,1.503345,0.195903,-0.410015
36406,303.383000,,,,1.507170,0.195994,-0.403521
36407,303.392000,,,,1.510680,0.196102,-0.396383
